index,SMILES,PCE
242,CCCCCCCCC1=CC=C(C2(C3=CC=C(CCCCCCCC)C=C3)C3=CC4=C(C=C3C3=C2C=C(/C=C2\C(=O)C5=C(C=CC=C5)C2=C(C#N)C#N)S3)N(C(CCCCCCCC)CCCCCCCC)C2=CC3=C(C=C24)C(C2=CC=C(CCCCCCCC)C=C2)(C2=CC=C(CCCCCCCC)C=C2)C2=C3SC(/C=C3\C(=O)C4=C(C=CC=C4)C3=C(C#N)C#N)=C2)C=C1,9.48
243,CCCCCCC1=CC=C(C2(C3=CC=C(CCCCCC)C=C3)C3=CC4=C(C=C3C3=C2C=C(/C=C2\C(=O)C5=CC=CC=C5C2=C(C#N)C#N)S3)C(C2=CC=C(CCCCCC)C=C2)(C2=CC=C(CCCCCC)C=C2)C2=C4SC(C3=CC4=C(S3)C(C3=CC=C(CC(CC)CCCC)S3)=C3C=C(C5=CC6=C(S5)C5=CC7=C(C=C5C6(C5=CC=C(CCCCCC)C=C5)C5=CC=C(CCCCCC)C=C5)C5=C(C=C(/C=C6/C(=O)C8=CC=CC=C8C6=C(C#N)C#N)S5)C7(C5=CC=C(CCCCCC)C=C5)C5=CC=C(CCCCCC)C=C5)SC3=C4C3=CC=C(CC(CC)CCCC)S3)=C2)C=C1,4.98
244,O=C(N1C2=C(C(C)C)C=CC=C2C(C)C)C3=C4C5=C(C=C3)C(C6=C7C=CCC6=C5C=CC4C1=O)=CC=C7C8=CC=C(C(C=CC(C9=CC=C%10C%11=C9C=CCC%11=C%12C%13=C%10C=CC(C(N(C%14=C(C(C)C)C=CC=C%14C(C)C)C%15=O)=O)=C%13C%15C=C%12)=C%16)=C%16C%17(CCCCCCCC)CCCCCCCC)C%17=C8,6
245,CCCCCCCCC(CCCCCC)COC1=CC(/C=C/C2=CC3=C(C=C(/C=C4\C(=O)C5=CC(F)=C(F)C=C5C4=C(C#N)C#N)S3)N2C(CCCCCCCC)CCCCCCCC)=C(OCC(CCCCCC)CCCCCCCC)C=C1C1=CC(CCCCCC)=C(/C=C2\C(=O)C3=CC(F)=C(F)C=C3C2=C(C#N)C#N)S1,12.14
246,CCCCCCCCC1(CCCCCCCC)C2=CC3=C(C=C2C2=C1C=C(C1=CC=C(/C=C4\SC(=S)N(CC)C4=O)C4=NON=C14)S2)C(CCCCCCCC)(CCCCCCCC)C1=C3SC(C2=CC=C(/C=C3\SC(=S)N(CC)C3=O)C3=NON=C23)=C1,7.74
247,CCCCCCC1=CC=C(C2(C3=CC=C(CCCCCC)C=C3)C3=CC4=C(C=C3C3=C2C2=C(C=CS2)S3)C(C2=CC=C(CCCCCC)C=C2)(C2=CC=C(CCCCCC)C=C2)C2=C4SC3=C2SC(C2=C4OCCOC4=C(/C=C4\C(=O)C5=C(C=C(F)C(F)=C5)C4=C(C#N)C#N)S2)=C3)C=C1,1.5
248,CCCCCCCCCCCC1=C(/C=C2\C(=O)C3=C(C=C(F)C(F)=C3)C2=C(C#N)C#N)SC2=C1SC1=C2N(CC(CCCC)CCCCCC)C2=C1C1=NSN=C1C1=C2N(CC(CCCC)CCCCCC)C2=C1SC1=C2SC(/C=C2\C(=O)C3=C(C=C(F)C(F)=C3)C2=C(C#N)C#N)=C1CCCCCCCCC,16.4
249,CCN1C(=O)/C(=C/C2=CC=C(C3=CC=C4C(=C3)C3(C5=C4C=CC(C4=CC=C(/C=C6\SC(=S)N(CC)C6=O)C6=NSN=C46)=C5)C4=C(C=CC(C5=CC=C(/C=C6\SC(=S)N(CC)C6=O)C6=NSN=C56)=C4)C4=C3C=C(C3=CC=C(/C=C5\SC(=S)N(CC)C5=O)C5=NSN=C35)C=C4)C3=NSN=C23)SC1=S,4.61
250,O=C(C1=CSC=C1C/2=C(C#N)\C#N)C2=C/C3=CC4=C(S3)C5=C(C6=C(C7=CC=C(CC(CC)CCCC)S7)C8=C(C9=C(S8)C(SC(/C=C%10C(C%11=CSC=C%11C\%10=C(C#N)/C#N)=O)=C%12)=C%12C9(C%13=CC=C(CCCCCC)C=C%13)C%14=CC=C(CCCCCC)C=C%14)C(C%15=CC=C(CC(CC)CCCC)S%15)=C6S5)C4(C%16=CC=C(CCCCCC)C=C%16)C%17=CC=C(CCCCCC)C=C%17,11.87
251,CCCCC(CC)CC1=C2C(=O)C3=C(C4=CC5=C(S4)C4=C(C=C(/C=C6\C(=O)C7=C(C=C(F)C(F)=C7)C6=C(C#N)C#N)S4)C5(CC(CC)CCCC)CC(CC)CCCC)SC(C4=CC5=C(S4)C4=C(C=C(/C=C6\C(=O)C7=C(C=C(F)C(F)=C7)C6=C(C#N)C#N)S4)C5(CC(CC)CCCC)CC(CC)CCCC)=C3C(=O)C2=C(CC(CC)CCCC)S1,8.39
252,CCCCCCCCC(CCCCCC)CN1C(=O)C2=CC=CC3=C(C4=CC=C(C#CC5=CC=C(C6=CC=C7C(=O)N(C(CCCCCC)CCCCCCCC)C(=O)C8=CC=CC6=C87)S5)S4)C=CC(=C23)C1=O,0.24
253,CCCCC(CC)COC1=CC=C(C(C2=CC=C(OCC(CC)CCCC)C=C2)=C2C3=CC4=C(C=C3C3=C2C=C(/C=C2\C(=O)C5=C(C=CC=C5)C2=C(C#N)C#N)S3)C(=C(C2=CC=C(OCC(CC)CCCC)C=C2)C2=CC=C(OCC(CC)CCCC)C=C2)C2=C4SC(/C=C3\C(=O)C4=C(C=CC=C4)C3=C(C#N)C#N)=C2)C=C1,1.77
254,O=C(C1=CSC=C1C/2=C(C#N)\C#N)C2=C/C3=CC4=C(C5=CC(C6(C7=CC=C(CCCCCC)S7)C8=CC=C(CCCCCC)S8)=C(C9=C6C(SC(/C=C%10C(C%11=CSC=C%11C\%10=C(C#N)\C#N)=O)=C%12)=C%12S9)C=C5C4(C%13=CC=C(CCCCCC)S%13)C%14=CC=C(CCCCCC)S%14)S3,10.41
255,O=C(C(C=C(F)C=C1)=C1C/2=C(C#N)\C#N)C2=C/C3=CC4=C(S3)C(C(C5=CC=C(CCCCCC)C=C5)(C6=CC=C(CCCCCC)C=C6)C7=C8SC9=C7SC%10=C9C(C%11=CC=C(CCCCCC)C=C%11)(C%12=CC=C(CCCCCC)C=C%12)C%13=C%10SC%14=C%13SC(/C=C%15C(C(C(F)=CC=C%16)=C%16C\%15=C(C#N)/C#N)=O)=C%14)=C8S4,12
256,O=C(C(C=CC=C1)=C1C/2=C(C#N)/C#N)C2=C/C3=CC(C4(C5=CC=C(CCCCCC)C=C5)C6=CC=C(CCCCCC)C=C6)=C(S3)C7=C4C8=C(OCC(CC)CCCC)C(SC9=C%10C(C%11=CC=C(CCCCCC)C=C%11)(C%12=CC=C(CCCCCC)C=C%12)C%13=C9SC(/C=C%14C(C(C=CC=C%15)=C%15C\%14=C(C#N)\C#N)=O)=C%13)=C%10C(OCC(CC)CCCC)=C8S7,11.02
257,O=C1C2=C(C=C(Cl)C(Cl)=C2)C(/C1=C/C3=CC(C(C4=CC=C(OCC(CC)CCCC)C=C4)(C5=CC=C(OCC(CC)CCCC)C=C5)C6=C7C=CC(C6=C8)=CC9=C8C=CC%10=C9C(C%11=CC=C(OCC(CC)CCCC)C=C%11)(C%12=CC=C(OCC(CC)CCCC)C=C%12)C%13=C%10SC(/C=C%14/C(C(C=C(Cl)C(Cl)=C%15)=C%15C%14=O)=C(C#N)/C#N)=C%13)=C7S3)=C(C#N)\C#N,8.45
258,O=C(C(C=C(F)C(F)=C1)=C1C/2=C(C#N)\C#N)C2=C/C3=CC(C4(C5=CC=C(CCCCCC)C=C5)C6=CC=C(CCCCCC)C=C6)=C(S3)C7=C4C8=C(CCCCCC)C=C(C(SC9=C%10C(C%11=CC=C(CCCCCC)C=C%11)(C%12=CC=C(CCCCCC)C=C%12)C%13=C9SC(/C=C%14C(C(C=C(F)C(F)=C%15)=C%15C\%14=C(C#N)/C#N)=O)=C%13)=C%10C(CCCCCC)=C%16)C%16=C8S7,12.3
259,CCCCCCC1=C(C2=CC3=C(S2)C2=C(C=C(C4=C(CCCCCC)C=C(/C(C5=CC=CN5B(F)F)=C5\C=CC=N5)S4)S2)N3CC(CC)CCCC)SC(/C(C2=CC=CN2B(F)F)=C2\C=CC=N2)=C1,0.84
260,CCCCCCCCC1=CC=C(C2(C3=CC=C(CCCCCCCC)C=C3)C3=CC(C4=CC=C(C5=C(CC(CC)CCCC)C=C(/C=C6\C(=O)C7=C(C=CC=C7)C6=C(C#N)C#N)S5)S4)=CC=C3C3=C2C=C(C2=C(CC(CC)CCCC)C=C(/C=C4\C(=O)C5=CC=CC=C5C4=C(C#N)C#N)S2)S3)C=C1,4.86
261,CCCCCCC1=CC=C(C2(C3=CC=C(CCCCCC)C=C3)C3=CC4=C(C=C3C3=C2C=C(C2=CC=C(/C=C5/SC(=S)N(CC)C5=O)C5=NSN=C25)S3)C(C2=CC=C(CCCCCC)C=C2)(C2=CC=C(CCCCCC)C=C2)C2=C4SC(C3=CC=C(/C=C4/SC(=S)N(CC)C4=O)C4=NSN=C34)=C2)C=C1,8.2
262,CCCCCCC1=CC=C(C2(C3=CC=C(CCCCCC)C=C3)C3=C(C=C4C(=C3)C3SC(C5=C(CCCCCC)C=C(/C=C6\C(=O)C7=C(C=CC=C7)C6=C(C#N)C#N)C(CCCCCC)=C5)CC3C4(C3=CC=C(CCCCCC)C=C3)C3=CC=C(CCCCCC)C=C3)C3SC(C4=C(CCCCCC)C=C(/C=C5\C(=O)C6=C(C=CC=C6)C5=C(C#N)C#N)C(CCCCCC)=C4)=CC32)C=C1,2.3
263,CCCCCCC1=CC=C(C2(C3=CC=C(CCCCCC)C=C3)C3=CC4=C(C=C3C3=C2C2=C(C=C(/C=C5/C(=C(C#N)C#N)C6=C(C=CC=C6)S5(=O)=O)S2)S3)C(C2=CC=C(CCCCCC)C=C2)(C2=CC=C(CCCCCC)C=C2)C2=C4SC3=C2SC(/C=C2/C(=C(C#N)C#N)C4=C(C=CC=C4)S2(=O)=O)=C3)C=C1,2.39
264,CCCCCCC1=CC=C(C2(C3=CC=C(CCCCCC)C=C3)C3=CC4=C(C=C3C3=C2C2=C(C=C(/C=C5\C(=O)C6=C(C=C(F)C(F)=C6)C5=C(C#N)C#N)S2)S3)C(C2=CC=C(CCCCCC)C=C2)(C2=CC=C(CCCCCC)C=C2)C2=C4SC3=C2SC(C2=C(C#N)C(C#N)=C(C4=CC5=C(S4)C4=C(S5)C5=CC6=C(C=C5C4(C4=CC=C(CCCCCC)C=C4)C4=CC=C(CCCCCC)C=C4)C4=C(C5=C(C=C(/C=C7\C(=O)C8=C(C=C(F)C(F)=C8)C7=C(C#N)C#N)S5)S4)C6(C4=CC=C(CCCCCC)C=C4)C4=CC=C(CCCCCC)C=C4)C4=NSN=C42)=C3)C=C1,9.13
265,CCCCCCC1=C(C2=CC3=C(S2)C2=C(C=C(C4=C(CCCCCC)C=C(/C(C5=CC=CN5B(F)F)=C5\C=CC=N5)S4)S2)C3(CC(CC)CCCC)CC(CC)CCCC)SC(/C(C2=CC=CN2B(F)F)=C2\C=CC=N2)=C1,1.2
266,CCCCCCC1=CC=C(C2(C3=CC=C(CCCCCC)C=C3)C3=C(SC(/C=C4\C(=O)C5=C(C)SC=C5C4=C(C#N)C#N)=C3)C3=C2C2=C(S3)C(C3=CC=C(CC(CC)CCCC)S3)=C3C(=C2C2=CC=C(CC(CC)CCCC)S2)SC2=C3C(C3=CC=C(CCCCCC)C=C3)(C3=CC=C(CCCCCC)C=C3)C3=C2SC(/C=C2\C(=O)C4=C(C)SC=C4C2=C(C#N)C#N)=C3)C=C1,12.91
267,CCCCCCCCC(CCCCCC)COC1=C(C2=CC3=C(S2)C2=C(C=C(/C=C4\C(=O)C5=C(C=C(F)C(F)=C5)C4=C(C#N)C#N)S2)C3(CC(CC)CCCC)CC(CC)CCCC)C2=NSN=C2C(C2=CC3=C(S2)C2=C(C=C(/C=C4\C(=O)C5=C(C=C(F)C(F)=C5)C4=C(C#N)C#N)S2)C3(CC(CC)CCCC)CC(CC)CCCC)=C1OCC(CCCCCC)CCCCCCCC,7.55
268,CCCCCCCCC1(CCCCCCCC)C2=CC3=C(C=C2C2=C1C1=C(C=C(/C=C4\C(=O)C5=C(C=CS5)C4=C(C#N)C#N)S1)S2)C(CCCCCCCC)(CCCCCCCC)C1=C3SC2=C1SC(/C=C1\C(=O)C3=C(C=CS3)C1=C(C#N)C#N)=C2,10.5
269,CCCCCCCCC1=CC=C(C2(C3=CC=C(CCCCCCCC)C=C3)C3=C(SC(/C=C4\C(=O)C5=C(C=CC=C5)C4=C(C#N)C#N)=C3)C3=C2C2=C(C=C3)C3=C(S2)C2=C(S3)C3=C(C=C2)C2=C(C=C(/C=C4\C(=O)C5=C(C=CC=C5)C4=C(C#N)C#N)S2)C3(C2=CC=C(CCCCCCCC)C=C2)C2=CC=C(CCCCCCCC)C=C2)C=C1,8.33
270,CCCCCCC1=CC=C(C2(C3=CC=C(CCCCCC)C=C3)C3=CC4=C(C=C3C3=C2C=C(C2=CC=C(/C=C5/SC(=C(C#N)C#N)N(CC)C5=O)C5=NSN=C25)S3)C(C2=CC=C(CCCCCC)C=C2)(C2=CC=C(CCCCCC)C=C2)C2=C4SC(C3=CC=C(/C=C4/SC(=C(C#N)C#N)N(CC)C4=O)C4=NSN=C34)=C2)C=C1,3.42
271,CCCCCCC1=CC=C(C2(C3=CC=C(CCCCCC)C=C3)C3=CC4=C(C=C3C3=C2C=C(/C=C2\SC(=S)N(CC)C2=O)S3)C(C2=CC=C(CCCCCC)C=C2)(C2=CC=C(CCCCCC)C=C2)C2=C4SC(/C=C3\SC(=S)N(CC)C3=O)=C2)C=C1,1.74
272,CCC(CC)N1C(=O)C2=CC=C(C3=CC=C(C4=CC5=C6C(=CC=C7C8=C(C9=CC=C(C%10=CC%11C(=O)N(C(CC)CC)C(=O)C%11C=C%10)S9)C=C9C(=O)N(C(CC)CC)C(=O)C%10=CC=C(C4=C76)C8=C%109)C(=O)N(C(CC)CC)C5=O)S3)C=C2C1=O,0.054
273,CCCCCCC1=CC=C(C2(C3=CC=C(CCCCCC)C=C3)C3=CC4=C(C=C3C3=C2C=C(/C=C2\C(=O)C5=C(C=C(Cl)C(Cl)=C5)C2=C(C#N)C#N)S3)C(C2=CC=C(CCCCCC)C=C2)(C2=CC=C(CCCCCC)C=C2)C2=C4SC(C3=C(F)C(F)=C(C4=CC5=C(S4)C4=C(C=C6C(=C4)C(C4=CC=C(CCCCCC)C=C4)(C4=CC=C(CCCCCC)C=C4)C4=C6SC(/C=C6\C(=O)C7=C(C=C(Cl)C(Cl)=C7)C6=C(C#N)C#N)=C4)C5(C4=CC=C(CCCCCC)C=C4)C4=CC=C(CCCCCC)C=C4)C4=NON=C43)=C2)C=C1,10.4
274,CCCCCCCCC1(CCCCCCCC)C2=CC3=CC4=C(C=C3C=C2C2=C1C=C(/C=C1\C(=O)C3=C(C=CC=C3)C1=C(C#N)C#N)S2)C(CCCCCCCC)(CCCCCCCC)C1=C4SC(/C=C2\C(=O)C3=C(C=CC=C3)C2=C(C#N)C#N)=C1,9.43
275,CCCCC(CC)CCC1(CC(CC)CCCC)C2=C(SC(/C=C3\C(=O)C4=C(C=C(Cl)C(Cl)=C4)C3=C(C#N)C#N)=C2)C2=C1C=C(C1=C(OCC(CC)CCCC)C(OCC(CC)CCCC)=C(C3=CC4=C(S3)C3=C(C=C(/C=C5\C(=O)C6=C(C=C(Cl)C(Cl)=C6)C5=C(C#N)C#N)S3)C4(CC(CC)CCCC)CC(CC)CCCC)C3=NSN=C31)S2,12.1
276,CCCCCCC1=CC=C(C2(C3=CC=C(CCCCCC)C=C3)C3=CC4=C(C=C3C3=C2C=C(/C=C2\C(=O)C5=CC=C(C6=CC=CC=C6)C=C5C2=C(C#N)C#N)S3)C(C2=CC=C(CCCCCC)C=C2)(C2=CC=C(CCCCCC)C=C2)C2=C4SC(/C=C3\C(=O)C4=C(C=CC(C5=CC=CC=C5)=C4)C3=C(C#N)C#N)=C2)C=C1,7.53
277,CCCCCCC1=CC=C(C2(C3=CC=C(CCCCCC)C=C3)C3=CC4=C(C=C3C3=C2C2=C(C=C(/C=C5\C(=O)C6=C(C=C(C)S6)C5=C(C#N)C#N)S2)S3)C(C2=CC=C(CCCCCC)C=C2)(C2=CC=C(CCCCCC)C=C2)C2=C4SC3=C2SC(/C=C2\C(=O)C4=C(C=C(Cl)S4)C2=C(C#N)C#N)=C3)C=C1,9.2
278,CCCCC(CC)COC1=CC(C2=CC3=C(S2)C2=C(C=C(/C=C4/C(=O)C5=CC6=CC=C(F)C=C6C=C5C4=C(C#N)C#N)S2)C3(CC(CC)CCC)CC(CC)CCCC)=C(OCC(CC)CCCC)C=C1C1=CC2=C(S1)C1=C(C=C(/C=C3/C(=O)C4=C(C=C5C=C(F)C=CC5=C4)C3=C(C#N)C#N)S1)C2(CC(CC)CC)CC(CC)CCC,14.53
279,CCCC1=CC=C(C2(C3=CC=C(CCC)C=C3)C3=CC4=C(C=C3C3=C2C2=C(C=C(/C=C5\C(=O)C6=CC=CC=C6C5=C(C#N)C#N)S2)S3)C(C2=CC=C(CCC)C=C2)(C2=CC=C(CCC)C=C2)C2=C4SC3=C2SC(/C=C2\C(=O)C4=CC=CC=C4C2=C(C#N)C#N)=C3)C=C1,0.12
280,CCCCCCC1=CC=C(C2(C3=CC=C(CCCCCC)C=C3)C3=CC4=C(C=C3C3=C2C=C(C2=CC5=C(S2)/C(=C(\C)C#N)C2=CC=CC=C25)S3)C(C2=CC=C(CCCCCC)C=C2)(C2=CC=C(CCCCCC)C=C2)C2=C4SC(C3=CC4=C(S3)C(=C(C#N)C#N)C3=CC=CC=C34)=C2)C=C1,2.75
281,CCCCCCCCOC1=CC=CC(OCCCCCCCC)=C1C1=C(C2=CC=C(/C=C3/C(=O)C4=C(C=C5C=C(Cl)C(Cl)=CC5=C4)C3=C(C#N)C#N)S2)SC(C2=CC(OCC(CC)CCCC)=C(C3=CC(C4=C(OCCCCCCCC)C=CC=C4OCCCCCCCC)=C(C4=CC=C(/C=C5/C(=O)C6=CC7=C(C=CC(Cl)=C7)C=C6C5=C(C#N)C#N)S4)S3)C=C2OCC(CC)CCCC)=C1,13.76
282,O=C1C2=C(C(/C1=C/C3=C4C(SC(CCCCCCCC)=C4)=C(S3)C5=CC6=C(C(C(CC(CCCC)CC)(C7=C8C=CC(C9=C%10SC(CCCCCCCC)=CC%10=C(S9)/C=C%11/C(C%12=C(C%11=O)C=C(F)C(F)=C%12)=C(C#N)\C#N)=C7)CC(CCCC)CC)C8C6(CC(CCCC)CC)CC(CCCC)CC)C=C5)=C(C#N)\C#N)C=C(F)C(F)=C2,10.58
283,O=C(C1=CSC=C1C/2=C(C#N)\C#N)C2=C/C3=CC4=C(C5=CC(C6(CCCCCC)CCCCCC)=C(C7=C6C=C(/C=C8C(C9=CSC=C9C\8=C(C#N)/C#N)=O)S7)C=C5C4(CCCCCC)CCCCCC)S3,12.2
284,CCCCCCCCN1N=C2C(/C=C/C3C(C#N)C(=C(C#N)C#N)OC3(C)C)=CC=C(C3=CC4=C(S3)C3=CC5=C(C=C3C4(C3=CC=C(CCCCCC)C=C3)C3=CC=C(CCCCCC)C=C3)C3=C(C=C(C4=CC=C(/C=C/C6C(C#N)C(=C(C#N)C#N)OC6(C)C)C6=NN(CCCCCCCC)N=C46)S3)C5(C3=CC=C(CCCCCC)C=C3)C3=CC=C(CCCCCC)C=C3)C2=N1,1.21
285,CCCCCCCCCCC1(CCCCCCCCCC)C2=C(C=CC(C3=C(F)C=C(C#CC4=CC=C5C(=O)N(CC(CC)CCCC)C(=O)C6=CC=CC4=C65)C4=NSN=C43)=C2)C2C=CC(C3=C(F)C=C(C#CC4=CC=C5C(=O)N(CC(CC)CCCC)C(=O)C6=CCCC4=C56)C4=NSN=C43)=CC21,8.67
286,CCCCCCC1=C(/C=C2\C(=O)C3=C(Cl)SC=C3C2=C(C#N)C#N)SC2=C1N(CC(CC)CCCC)C1=C2C2=NSN=C2C2=C1N(CC(CC)CCCC)C1=C2SC(/C=C2\C(=O)C3=C(Cl)SC=C3C2=C(C#N)C#N)=C1CCCCCC,6.56
287,CCCCCCC1=CC=C(C2(C3=CC=C(CCCCCC)C=C3)C3=CC4=C(C=C3C3=C2C=C(C2=C(OC)C(OC)=C(/C=C5\C(=O)C6=C(C=C(F)C(F)=C6)C5=C(C#N)C#N)S2)S3)C(C2=CC=C(CCCCCC)C=C2)(C2=CC=C(CCCCCC)C=C2)C2=C4SC(C3=C(OC)C(OC)=C(/C=C4\C(=O)C5=C(C=C(F)C(F)=C5)C4=C(C#N)C#N)S3)=C2)C=C1,12.79
288,CCCCC(CC)CC1(CC(CC)CCCC)C2=C(SC(/C=C3\C(=O)C4=C(C=C(Cl)C(Cl)=C4)C3=C(C#N)C#N)=C2)C2=C1C=C(C1=CC=C(C3=CC4=C(S3)C3=C(C=C(/C=C5\C(=O)C6=C(C=C(Cl)C(Cl)=C6)C5=C(C#N)C#N)S3)C4(CC(CC)CCCC)CC(CC)CCCC)C3=NSN=C13)S2,10.2
289,CCCCCCC1=C(C2=CC=C3C(=C2)N(CCCCCC)C2=C3N(CCCCCC)C3=C2C=CC(C2=C(CCCCC)C=C(C4=C(CCCCCC)C=C(CC5SC(=S)N(C)C5=O)S4)S2)=C3)SC(C2=C(CCCCCC)C=C(/C=C3/SC(=S)N(CC)C3=O)S2)=C1,5.23
290,CCCCCCC1=CC=C(C2(C3=CC=C(CCCCCC)C=C3)C3=C(SC(/C=C4\C(=O)C5=C(C=CC(C)=C5)C4=C(C#N)C#N)=C3)C3=C2C2=C(S3)C(C3=CC=C(C(CC)CCCC)S3)=C3C(=C2C2=CC=C(C(CC)CCCC)S2)SC2=C3C(C3=CC=C(CCCCCC)C=C3)(C3=CC=C(CCCCCC)C=C3)C3=C2SC(/C=C2\C(=O)C4=C(C=C(C)C=C4)C2=C(C#N)C#N)=C3)C=C1,11.87
291,CCCCCCOC1=C2SC3=C(C2=C(OCCCCCC)C2=C1C1=C(S2)C2=C(C=C(/C=C4\C(=O)C5=C(C=C(F)C=C5)C4=C(C#N)C#N)S2)N1CC(CC)CCCC)N(CC(CC)CCCC)C1=C3SC(/C=C2\C(=O)C3=C(C=CC(F)=C3)C2=C(C#N)C#N)=C1,4.25
292,CCC(CC)N1C(=O)C2=CC=C(C3=CC=C(C4=C5C(=O)N(C(CC)CC)C(=O)C6=CC(C7=CC=C(C8=CC9C(=O)N(C(CC)CC)C(=O)C9C=C8)S7)=C7C(=O)N(C(CC)CC)C(=O)C(=C4)C7=C65)S3)C=C2C1=O,0.056
293,CCCCC(CC)CC1(CC(CC)CCCC)C2=C(SC(/C=C3\C(=O)C4=C(C=C(F)C(F)=C4)C3=C(C#N)C#N)=C2)C2=C1C=C(C1=C(OC)C(OC)=C(C3=CC4=C(S3)C3=C(C=C(/C=C5\C(=O)C6=C(C=C(F)C(F)=C6)C5=C(C#N)C#N)S3)C4(CC(CC)CCCC)CC(CC)CCCC)C3=NSN=C31)S2,7.76
294,CCCCCCC(CCCC)CC1(CC(CCCC)CCCCCC)C2=C(SC(CC3C(=O)C4=CC(F)=C(F)C=C4C3=C(C#N)C#N)=C2)C2=C1C=C(C1=CC3=C(S1)C1=C(C=C(C4=CC5=C(S4)C4=C(C=C(CC6C(=O)C7=C(C=C(F)C(F)=C7)C6=C(C#N)C#N)S4)C5(CC(CCCC)CCCCCC)CC(CCCC)CCCCCC)S1)C1=NSN=C13)S2,11.32
295,CCCCC(CC)CC1(CC(CC)CCCC)C2=C(SC(/C=C3\C(=O)C4=CC(F)=C(F)C=C4C3=C(C#N)C#N)=C2)C2=C1C=C(C1=CC=C(C3=CC4C(S3)C3=C(C=C(/C=C5\C(=O)C6=CC(F)=C(F)C=C6C5=C(C#N)C#N)S3)C4(CC(CC)CCCC)CC(CC)CCCC)N=N1)S2,9.89
296,CCCCCCCCCCCC1=C(/C=C2\C(=O)C3=C(C=CC=C3)C2=C(C#N)C#N)SC2=C1SC(C1=CC3=C(C=C1)C1=C(C4=C(S1)C(CCCCCCCCCCC)=C(/C=C1\C(=O)C5=CC=CC=C5C1=C(C#N)C#N)S4)C3(C1=CC=C(CCCCCC)C=C1)C1=CC=C(CC3=CC=C4C=C5C=CC(C)=CC5=CC4=C3)C=C1)=C2,6.45
297,CCCCC(CC)CN1C(=O)C2=C(C3=CC=CS3)N(CC(CC)CCCC)C(=O)C2=C1C1=CC=CS1,0.17
298,CCCCCCCCCCCC1=C(C=C2C(=O)N(CC)C(=S)N(CC)C2=O)SC2=C1SC1=C2N(CC(CC)CCCC)C2=C1C1=NSN=C1C1=C2N(CC(CC)CCCC)C2=C1SC1=C2SC(C=C2C(=O)N(CC)C(=S)N(CC)C2=O)=C1CCCCCCCCCCC,5.06
299,N#CC(C#N)=C1C2=C(C=CC=C2)C(=O)/C1=C\C1=CC2=C(S1)C1=CC3=C(C=C1C2(CCCCC1=CC=CC=C1)CCCCC1=CC=CC=C1)C1=C(C=C(/C=C2\C(=O)C4=C(C=CC=C4)C2=C(C#N)C#N)S1)C3(CCCCC1=CC=CC=C1)CCCCC1=CC=CC=C1,13.72
300,CCCCCCC1=CC=C(C2(C3=CC=C(CCCCCC)C=C3)C3=C(SC(/C=C4\C(=O)C5=C(C=C(F)C(F)=C5)C4=C(C#N)C#N)=C3)C3=C2C2=C(OCC(CC)CCCC)C4=C(C(OCC(CC)CCCC)=C2S3)C2=C(S4)C3=C(C=C(CC4C(=O)C5=C(C=C(F)C=C5)C4=C(C#N)C#N)S3)C2(C2=CC=C(CCCCCC)C=C2)C2=CC=C(CCCCCC)C=C2)C=C1,10.1
301,CCCCCCC1=CC=C(C2(C3=CC=C(CCCCCC)C=C3)C3=C(SC(/C=C4\C(=O)C5=C(C=CC=C5)C4=C(C#N)C#N)=C3)C3=C2C2=C(S3)C3=C(S2)C2=C(C=C(/C=C4\C(=O)C5=C(C=C(F)C(F)=C5)C4=C(C#N)C#N)S2)C32C3=CC=C(CCCCCC)C=C3C3=C2C=CC(CCCCCC)=C3)C=C1,7.25
302,CCCCCCC1=CC=C(C2(C3=CC=C(CCCCCC)C=C3)C3=CC4=C(C=C3C3=C2C2=C(S3)C(CCCCCC)=C(/C=C3/C(=O)N(CC)C(=S)N(CC)C3O)S2)C(C2=CC=C(CCCCCC)C=C2)(C2=CC=C(CCCCCC)C=C2)C2=C4SC3=C2SC(C=C2C(=O)N(CC)C(=S)N(CC)C2=O)=C3CCCCCC)C=C1,7.52
303,O=C(C(C=CC=C1)=C1C/2=C(C#N)\C#N)C2=C/C3=CC4=C(C5=CC(C6(CCCCC7=CC=CC=C7)CCCCC8CC=CC=C8)=C(C9=C6C=C(/C=C%10C(C(C=CC=C%11)=C%11C\%10=C(C#N)\C#N)=O)S9)C=C5C4(CCCCC%12=CC=CC=C%12)CCCCC%13=CC=CC=C%13)S3,14.04
304,CCCCC(CC)CC1(CC(CC)CCCC)C2=CC3=C(C=C2C2=C1C=C(C1=CC=C(/C=C4\C(=O)C5=C(C=CC=C5)C4=C(C#N)C#N)[Se]1)S2)C(CC(CC)CCCC)(CC(CC)CCCC)C1=C3SC(C2=CC=C(/C=C3\C(=O)C4=C(C=CC=C4)C3=C(C#N)C#N)[Se]2)=C1,8.65
305,CCCCCCCCC1(CCCCCCCC)C2=CC3=C(C=C2C2=C1C=C(C1=CC=C(/C=C4\SC(=S)N(CC)C4=O)C4=N[Se]N=C14)S2)C(CCCCCCCC)(CCCCCCCC)C1=C3SC(C2=CC=C(/C=C3\SC(=S)N(CC)C3=O)C3=NON=C23)=C1,6.95
