,SMILES,PCE
209,CCCCCCCCCCCCCCCCC1(CCCCCCCCCCCCCCCC)C2=CC3=C(C=C2C2=C1C=C(/C=C1\C(=O)C4=CSC=C4C1=C(C#N)C#N)S2)C(CCCCCCCCCCCCCCCC)(CCCCCCCCCCCCCCCC)C1=C3SC(/C=C2\C(=O)C3=CSC=C3C2=C(C#N)C#N)=C1,9.09
210,CCCCCCC(CCCCCC)N1C(=O)C2=CC=C3C4=CC=C5C(=O)N(C(CCCCCC)CCCCCC)C(=O)C6=CC(C7=CC=C(C8=C9SC(C%10=C%11C%12=CC=C%13C(=O)N(C(CCCCCC)CCCCCC)C(=O)C%14=CC=C(C%15=CC=C%16C(=O)N(C(CCCCCC)CCCCCC)C(=O)C(=C%10)C%16=C%15%11)C%12=C%14%13)=CC9=C(C9=CC=C(C%10=C%11C%12=CC=C%13C(=O)N(C(CCCCCC)CCCCCC)C(=O)C%14=C%13C%12=C(C=C%14)C%12=C%11C%11=C(C=C%12)C(=O)N(C(CCCCCC)CCCCCC)C(=O)C%11=C%10)S9)C9=C8C=C(C8=C%10C%11=CC=C%12C(=O)N(C(CCCCCC)CCCCCC)C(=O)C%13=C%12C%11=C(C=C%13)C%11=CC=C%12C(=O)N(C(CCCCCC)CCCCCC)C(=O)C(=C8)C%12=C%11%10)S9)S7)=C(C7=CC=C(C1=O)C2=C37)C4=C56,5.6
211,CCCCCCCCCCC(CCCCCC)N1N=C2C(=N1)C(C1=CC3=C(S1)C1=C(C=C(/C=C4\C(=O)C5=C(C=CC(F)=C5)C4=C(C#N)C#N)S1)C3(CC(CC)CCCC)CC(CC)CCCC)=C(F)C(F)=C2C1=CC2=C(S1)C1=C(C=C(/C=C3\C(=O)C4=C(C=CC(F)=C4)C3=C(C#N)C#N)S1)C2(CC(CC)CCCC)CC(CC)CCCC,10.1
212,O=C(C(C=C(F)C(F)=C1)=C1C/2=C(C#N)/C#N)C2=C/C(S3)=CC4=C3C5=C6C7=C8C9=C%10C(C%11=CC=C%10C7=CC=C6C4(C%12=CC=C(CCCCCC)C=C%12)C%13=CC=C(CCCCCC)C=C%13)=C(C(SC(/C=C%14C(C(C=C(F)C(F)=C%15)=C%15C\%14=C(C#N)\C#N)=O)=C%16)=C%16C%11(C%17=CC=C(CCCCCC)C=C%17)C%18=CC=C(CCCCCC)C=C%18)C=C9N(CC(CCCCCC)CCCCCCCC)C8=C5,10.21
213,CCCCCCCCC1(CCCCCCCC)C2=CC3=C(C=C2C2=C1C=C(/C=C1\C(=O)C4=CC(F)=C(F)C=C4C1=C(C#N)C#N)S2)C(CCCCCCCC)(CCCCCCCC)C1=C3SC2=C1C1=C3C4=C2C=C2C(=O)N(C(CCCCC)CCCCC)C(=O)C5=CC6=C(C7=C(C=C8C(=O)N(C(CCCCC)CCCCC)C(=O)C(=C1)C8=C73)C1=C6C3=C(S1)C1=C(C=C6C(=C1)C(CCCCCCCC)(CCCCCCCC)C1=C6SC(/C=C6\C(=O)C7=CC(F)=C(F)C=C7C6=C(C#N)C#N)=C1)C3(CCCCCCCC)CCCCCCCC)C4=C25,12.56
214,CCCCCCCCCCCC1=C(/C=C2\C(=O)C3=C(C=C(Cl)C(Cl)=C3)C2=C(C#N)C#N)SC2=C1SC1=C2N(CC(CCCC)CCCCCC)C2=C1C1=NSN=C1C1=C2N(CC(CCCC)CCCCCC)C2=C1SC1=C2SC(/C=C2\C(=O)C3=C(C=C(Cl)C(Cl)=C3)C2=C(C#N)C#N)=C1CCCCCCCCCCC,17.2
215,CCCCCC(CCCCC)N1C(=O)C2=CC3=C4C5=C(C=CC(=C25)C1=O)C1=C2C5=C(C=C1)C(=O)N(C(CCCCC)CCCCC)C(=O)C5=CC(=C24)C1=C3C2=CC3=C4C(=CC5=C6C7=C(C=C8C(=O)N(C(CCCCC)CCCCC)C(=O)C9=C8C7=C(C1=C9)C2=C46)C1=C5SC2=C1SC1=C2C2=CC4=C5C(=CC6=C7C8=C(C=C9C(=O)N(C(CCCCC)CCCCC)C(=O)C%10=C9C8=C(C1=C%10)C2=C57)C1=C6C2=CC5=C6C(=CC=C7C8=CC=C9C(=O)N(C(CCCCC)CCCCC)C(=O)C%10=C9C8=C(C1=C%10)C2=C76)C(=O)N(C(CCCCC)CCCCC)C5=O)C(=O)N(C(CCCCC)CCCCC)C4=O)C(=O)N(C(CCCCC)CCCCC)C3=O,7.66
216,O=C1C2=C(C=CC=C2)C(/C1=C/C3=C(CCCCCC)C(S4)=C(S3)C5=C4C6=C(N5CC(CC)CCCC)C7=C(C(SC8=C9SC(/C=C%10/C(C(C=CC=C%11)=C%11C%10=O)=C(C#N)\C#N)=C8CCCCCC)=C9N7CC(CC)CCCC)C%12=NN(CC(CC)CCCC)N=C6%12)=C(C#N)/C#N,13.0
217,CCCCCCC1=CC=C(C2(C3=CC=C(CCCCCC)C=C3)C3=CC4=C(C=C3C3=C2C2=C(C=C(/C=C5\C(=O)C6=CC=C(F)C=C6C5=C(C#N)C#N)S2)S3)C(C2=CC=C(CCCCCC)C=C2)(C2=CC=C(CCCCCC)C=C2)C2=C4SC3=C2SC(/C=C2\C(=O)C4=CC=C(F)C=C4C2=C(C#N)C#N)=C3)C=C1,10.54
218,CCCCCCC1=CC=C(C2(C3=CC=C(CCCCCC)C=C3)C3=CC4=C(C=C3C3=C2C=C(/C=C2\C(=O)C5=C(C=C(F)C(F)=C5)C2=C(C#N)C#N)S3)C(C2=CC=C(CCCCCC)C=C2)(C2=CC=C(CCCCCC)C=C2)C2=C4SC(/C=C3\C(=O)C4=C(C=C(F)C(F)=C4)C3=C(C#N)C#N)=C2)C=C1,5.3
219,CCCCCCC1=C(/C=C2\C(=O)C3=C(C=C(F)C(F)=C3)C2=C(C#N)C#N)[Se]C2=C1SC1=C2N(CC(CCCC)CCCCCC)C2=C1C1=NN(CC(CC)CCCC)N=C1C1=C2N(CC(CCCC)CCCCCC)C2=C1SC1=C2[Se]C(/C=C2\C(=O)C3=C(C=C(F)C(F)=C3)C2=C(C#N)C#N)=C1CC1=CC=C2C=C3C=CC(C)=CC3=CC2=C1,15.94
220,CCCCCCC1=CC=C(C2(C3=CC=C(CCCCCC)C=C3)C3=C(SC(/C=C4\C(=O)C5=C(C=CC(C)=C5)C4=C(C#N)C#N)=C3)C3=C2C2=C(S3)C(C3=CC=C(C(CC)CCCC)S3)=C3C(=C2)SC2=C3C(C3=CC=C(CCCCCC)C=C3)(C3=CC=C(CCCCCC)C=C3)C3=C2SC(/C=C2\C(=O)C4=C(C=C(C)C=C4)C2=C(C#N)C#N)=C3)C=C1,11.0
221,CCCCC(CC)CC1(CC(CC)CCCC)C2=CC=C3C(=C2C2=C1C=C(/C=C1\C(=O)C4=C(CCC(F)=C4)C1=C(C#N)C#N)S2)C=CC1=C3C2=C(C=C(/C=C3\C(=O)C4=C(C=CC(F)=C4)C3=C(C#N)C#N)S2)C1(CC(CC)CCCC)CC(CC)CCCC,8.73
222,CCCCCCCCC1=C(/C=C2\C(=O)C3=CC(F)=C(F)C=C3C2=C(C#N)C#N)SC(C2=CC(CCCCCCCC)=C(C3=C(CCCCCCCC)C=C(C4=CC(CCCCCCCC)=C(/C=C5\C(=O)C6=CC(F)=C(F)C=C6C5=C(C#N)C#N)S4)S3)S2)=C1,5.53
223,CCCCCCCCCC1=C(/C=C2\C(=O)C3=C(C=C(Cl)C(Cl)=C3)C2=C(C#N)C#N)SC2=C1SC1=C2C(C2=CC=C(CCCCCC)C=C2)(C2=CC=C(CCCCCC)C=C2)C2=CC3=C(C=C21)N(C(CCCCCCCC)CCCCCCCC)C1=C3C=C2C(=C1)C1=C(C3=C(S1)C(CCCCCCCCC)=C(/C=C1\C(=O)C4=C(C=C(Cl)C(Cl)=C4)C1=C(C#N)C#N)S3)C2(C1=CC=C(CCCCCC)C=C1)C1=CC=C(CCCCCC)C=C1,13.17
224,CCCCCCCCOC1=CC(C2=CC3=C(S2)C2=C(C=C(/C=C4\C(=O)C5=CC=CC=C5C4=C(C#N)C#N)S2)C3(CC(CC)CCCC)CC(CC)CCCC)=C(OCCCCCCCC)C=C1C1=CC2=C(S1)C1=C(C=C(/C=C3\C(=O)C4=CC=CC=C4C3=C(C#N)C#N)S1)C2(CC(CC)CCCC)CC(CC)CCCC,9.41
225,CCCCCCCCC1=C(/C=C2\C(=O)C3=C(C=CC=C3)C2=C(C#N)C#N)SC2=C1SC1=C2C(C2=CC=C(CCCCCC)C=C2)(C2=CC=C(CCCCCC)C=C2)C2=C1SC1=C2SC2=C1C(C1=CC=C(CCCCCC)C=C1)(C1=CC=C(CCCCCC)C=C1)C1=C2SC(/C=C2\C(=O)C3=C(C=CC=C3)C2=C(C#N)C#N)=C1CCCCCCCC,5.04
226,CCCCCCCCN1C2=C(SC(/C=C3\C(=O)C4=CC(F)=C(F)C=C4C3=C(C#N)C#N)=C2)C2=C1C1=C(S2)C2=CC3=C(C=C2C1(C1=CC=C(OCCCCCC)C=C1)C1=CC=C(OCCCCCC)C=C1)C1=C(C2=C(S1)C1=C(C=C(/C=C4\C(=O)C5=CC(F)=C(F)C=C5C4=C(C#N)C#N)S1)N2CCCCCCCC)C3(C1=CC=C(OCCCCCC)C=C1)C1=CC=C(OCCCCCC)C=C1,10.6
227,CCCCCCCCCCCC1=C(/C=C2\C(=O)C3=C(C=C4C=CC=CC4=C3)C2=C(C#N)C#N)SC2=C1SC1=C2N(CC(CC)CCCC)C2=C1C1=NSN=C1C1=C2N(CC(CC)CCCC)C2=C1SC1=C2SC(/C=C2\C(=O)C3=C(C=C4C=C(F)C(F)=CC4=C3)C2=C(C#N)C#N)=C1CCCCCCCCCCC,9.0
228,N#CC(C#N)=C1C2=C(C=CC=C2)C(=O)/C1=C\C1=CC2=C(S1)C1=CC3=C(C=C1C2(CCCCC1=CC=CC=C1)CCCCC1=CC=CC=C1)C1=C(C=C(/C=C2\C(=O)C4=C(C=CC=C4)C2=C(C#N)C#N)S1)C3(CCCCC1=CC=CC=C1)CCCCC1=CC=CC=C1,13.72
229,O=C(C1=C(C)SC=C1C/2=C(C#N)\C#N)C2=C/C3=CC4=C(S3)C5=C(C6=CC(C7(C8=CC=C(CCCCCC)C=C8)C9=CC=C(CCCCCC)C=C9)=C(C%10=C7C(SC(/C=C%11C(C%12=C(C)SC=C%12C\%11=C(C#N)/C#N)=O)=C%13)=C%13S%10)C=C6C5(C%14=CC=C(CCCCCC)C=C%14)C%15=CC=C(CCCCCC)C=C%15)S4,12.54
230,CCCCCCCCC(CCCCCC)CN1C(=O)C2=CC=C3C4=C(C=CC(=C24)C1=O)C1=C2C4=C(C=C1)C(=O)N(CC(CCCCCC)CCCCCCCC)C(=O)C4=CC(C1=CC(F)=C(/C=C/C4=C(F)C=C(C5=C6C7=CC=C8C(=O)N(CC(CCCCCC)CCCCCCCC)C(=O)C9=C8C7=C(C=C9)C7=C6C6=C(C=C7)C(=O)N(CC(CCCCCC)CCCCCCCC)C(=O)C6=C5)S4)S1)=C32,2.45
231,CCCCCCC1=CC=C(C2(C3=CC=C(CCCCCC)C=C3)C3=CC4=C(C=C3C3=C2C=C(/C=C2\C(=O)C5=CC(F)=C(F)C=C5C2=C(C#N)C#N)S3)C(C2=CC=C(CCCCCC)C=C2)(C2=CC=C(CCCCCC)C=C2)C2=C4SC(C3=C(F)C=C(C4=CC5=C(S4)C4=CC6=C(C=C4C5(C4=CC=C(CCCCCC)C=C4)C4=CC=C(CCCCCC)C=C4)C4=C(C=C(/C=C5\C(=O)C7=C(C=C(F)C(F)=C7)C5=C(C#N)C#N)S4)C6(C4=CC=C(CCCCCC)C=C4)C4=CC=C(CCCCCC)C=C4)C(F)=C3)=C2)C=C1,6.37
232,O=C(C(C=C(F)C(F)=C1)=C1C/2=C(C#N)\C#N)C2=C/C3=CC=C(C4=C(OCCCCCCCC)C5=C(C6=CC(C7(C8=CC=C(CCCCCC)C=C8)C9=CC=C(CCCCCC)C=C9)=C(C%10=C7C(OCCCCCCCC)=C(C%11=CC=C(/C=C%12C(C(C=C(F)C(F)=C%13)=C%13C\%12=C(C#N)/C#N)=O)[Se]%11)S%10)C=C6C5(C%14=CC=C(CCCCCC)C=C%14)C%15=CC=C(CCCCCC)C=C%15)S4)[Se]3,10.67
233,CCCCCCCCCCCC1=C(/C=C2\C(=O)C3=C(C=C(F)C(Br)=C3)C2=C(C#N)C#N)SC2=C1SC1=C2N(CC(CCCC)CCCCCC)C2=C1C1=NSN=C1C1=C2N(CC(CCCC)CCCCCC)C2=C1SC1=C2SC(/C=C2\C(=O)C3=C(C=C(Cl)C(Br)=C3)C2=C(C#N)C#N)=C1CCCCCCCCCCC.F,13.61
234,CCCCCCC1=CC=C(C2(C3=CC=C(CCCCCC)C=C3)C3=CC4=C(C=C3C3=C2C=C(C2=CC=C(/C=C5\C(=O)C6=CC(F)=CC=C6C5=C(C#N)C#N)S2)S3)C(C2=CC=C(CCCCCC)C=C2)(C2=CC=C(CCCCCC)C=C2)C2=C4SC(C3=CC=C(/C=C4\C(=O)C5=CC=C(F)C=C5C4=C(C#N)C#N)S3)=C2)C=C1,10.71
235,CCCCCCOC1=CC=C(C2(C3=CC=C(OCCCCCC)C=C3)C3=CC4=C(C=C3C3=C2C2=C(C=C(/C=C5/C(=O)C6=C(C=CC=C6)C5=C(C#N)C#N)S2)S3)C(C2=CC=C(OCCCCCC)C=C2)(C2=CC=C(OCCCCCC)C=C2)C2=C4SC3=C2SC(/C=C2/C(=O)C4=C(C=CC=C4)C2=C(C#N)C#N)=C3)C=C1,9.7
236,O=C(C(C=CC=C1)=C1C/2=C(C#N)\C#N)C2=C/C3=CC4=C(S3)C5=C(C6=CC(C7(C8=CC=C(COCCOC)C=C8)C9=CC=C(COCCOC)C=C9)=C(C%10=C7C(SC(/C=C%11C(C(C=CC=C%12)=C%12C\%11=C(C#N)/C#N)=O)=C%13)=C%13S%10)C=C6C5(C%14=CC=C(COCCOC)C=C%14)C%15=CC=C(COCCOC)C=C%15)S4,8.5
237,CCCCCCCCC(CCCCCC)COC1=C(C2=CC3=C(S2)C2=C(C=C(/C=C4\C(=O)C5=C(C=C(F)C(F)=C5)C4=C(C#N)C#N)S2)C3(CC(CC)CCCC)CC(CC)CCCC)C2=NSN=C2C(C2=CC3=C(S2)C2=C(C=C(/C=C4\C(=O)C5=C(C=C(F)C(F)=C5)C4=C(C#N)C#N)S2)C3(CC(CC)CCCC)CC(CC)CCCC)=C1OCC(CCCCCC)CCCCCCCC,7.55
238,CCCCCCC1=CC=C(C2(C3=CC=C(CCCCCC)C=C3)C3=CC4=C(C=C3C3=C2C=C(/C=C2\C(=O)C5=C(C=C(Cl)C(Cl)=C5)C2=C(C#N)C#N)S3)C(C2=CC=C(CCCCCC)C=C2)(C2=CC=C(CCCCCC)C=C2)C2=C4SC(C3=C(F)C(F)=C(C4=CC5=C(S4)C4=C(C=C6C(=C4)C(C4=CC=C(CCCCCC)C=C4)(C4=CC=C(CCCCCC)C=C4)C4=C6SC(/C=C6\C(=O)C7=C(C=C(Cl)C(Cl)=C7)C6=C(C#N)C#N)=C4)C5(C4=CC=C(CCCCCC)C=C4)C4=CC=C(CCCCCC)C=C4)C4=NSN=C43)=C2)C=C1,12.5
239,CCCCCCC1=CC=C(C2(C3=CC=C(CCCCCC)C=C3)C3=CC4=C(C=C3C3=C2C2=C(S3)C3=C(C=C(/C=C5\C(=O)C6=C(C=C(F)C(F)=C6)C5=C(C#N)C#N)S3)N2CC(CCCC)CCCCCC)C(C2=CC=C(CCCCCC)C=C2)(C2=CC=C(CCCCCC)C=C2)C2=C4SC3=C2N(CC(CCCC)CCCCCC)C2=C3SC(/C=C3\C(=O)C4=C(C=C(F)C(F)=C4)C3=C(C#N)C#N)=C2)C=C1,11.1
240,O=C(C1=C/2C=C(F)C(F)=C1)C(CC3=CC4=C(S3)C5=C(C6=CC(C7(C8=CC(CCCCCC)=CC=C8)C9=CC=CC(CCCCCC)=C9)=C(C%10=C7C(SC(/C=C%11C(C(C=C(F)C(F)=C%12)=C%12C\%11=C(C#N)/C#N)=O)=C%13)=C%13S%10)C=C6C5(C%14=CC(CCCCCC)=CC=C%14)C%15=CC=CC(CCCCCC)=C%15)S4)C2=C(C#N)\C#N,12.53
241,CCCCCCCCC1(CCCCCCCC)C2=C(C=CC(C3=C(CCCCCC)C=C(/C=C4\C(=O)C5=C(C=CC=C5)C4=C(C#N)C#N)S3)=C2)C2=C1C=C(C1=C(CCCCCC)C=C(/C=C3\C(=O)C4=C(C=CC=C4)C3=C(C#N)C#N)S1)C=C2,2.89
242,CCCCCCC1=CC=C(C2(C3=CC=C(CCCCCC)C=C3)C3=CC4=C(C=C3C3=C2C=C(C2=C5C(F)=C(C(=O)OCC(CC)CCCC)SC5=C(/C=C5\C(=O)C6=C(C=CC=C6)C5=C(C#N)C#N)S2)O3)C(C2=CC=C(CCCCCC)C=C2)(C2=CC=C(CCCCCC)C=C2)C2=C4SC(C3=C4C(F)=C(C(=O)OCC(CC)CCCC)SC4=C(/C=C4\C(=O)C5=C(C=CC=C5)C4=C(C#N)C#N)S3)=C2)C=C1,9.82
243,CCCCCCC1=CC=C(C2(C3=CC=C(CCCCCC)C=C3)C3=C(SC4=C3SC(/C=C3\C(=O)C5=CC(Cl)=C(Cl)C=C5C3=C(C#N)C#N)=C4)C3=C2C2=C(C=C(/C=C4\C(=O)C5=CC(Cl)=C(Cl)C=C5C4=C(C#N)C#N)S2)S3)C=C1,6.63
244,CCCCCCC1(C)C2=CC3=C(C=C2C2=C1C=C(C1=NC=C(/C=C4/SC(=S)N(CC)C4=O)S1)S2)C(CCCCCC)(CCCCCC)C1=C3SC(C2=NC=C(/C=C3/SC(=S)N(CC)C3=O)S2)=C1,3.53
245,CCCCCCCCOCCCCCCC1(CCCCCCOO)C2=CC(C3=CC4=C5C(=CC6=C7C8=C9C(=CC=C%10C(=O)N(C(CCCCC)CCCCC)C(=O)C(=C%109)C=C8C8=C6C6=CC9=C%10C(=CC=C%11C%12=C%13C%14=C(C=C%12)C(=O)N(C(CCCCC)CCCCC)C(=O)C%14=CC8=C%13C6=C%11%10)C(=O)N(C(CCCCC)CCCCC)C9=O)C3=C57)C(=O)N(C(CCCCC)CCCCC)C4=O)=CC=C2C2=C1C=C(C1=C3C4=C5C6=C(C=C4)C(=O)N(C(CCCCC)CCCCC)C(=O)C6=CC4=C5C5=C3C3=C(C=C5C5=C4C4=CC6=C7C(=CC=C8C9=C%10C%11=C(C=C9)C(=O)N(C(CCCCC)CCCCC)C(=O)C%11=CC5=C%10C4=C87)C(=O)N(C(CCCCC)CCCCC)C6=O)C(=O)N(C(CCCCC)CCCCC)C(=O)C3=C1)C=C2,6.56
246,CCCCCCCCN1C(=O)C2=C(C3=CC=C(C4=CC=C5C(=O)N(CC(CC)CCCC)C(=O)C5=C4)S3)N(CCCCCCCC)C(=O)C2=C1C1=CC=C(C#CC2=CC=C3C4=CC=C(C#CC5=CC=C(C6=C7C(=O)N(CCCCCCCC)C(C8=CC=C(C9=CC%10=C(C=C9)C(=O)N(CC(CC)CCCC)C%10=O)S8)=C7C(=O)N6CCCCCCCC)S5)C=C4C(CCCCCCCC)(CCCCCCCC)C3=C2)S1,0.1
247,CCCCCCCCC1=C(/C=C2\C(=O)C3=C(C=C(F)C(F)=C3)C2=C(C#N)C#N)SC2=C1SC(C1=C(N(C3=CC=C(CCCC)C=C3)C3=CC=C(CCCC)C=C3)C3=C(S1)C(N(C1=CC=C(CCCC)C=C1)C1=CC=C(CCCC)C=C1)=C(C1=CC4=C(S1)C(CCCCCCCC)=C(/C=C1\C(=O)C5=C(C=C(F)C(F)=C5)C1=C(C#N)C#N)S4)S3)=C2,13.76
248,CCCCCCC(CCCC)C1=C(C2=CC(C3=CC=CC=C3)=C(C3=C(C4=CC=CC=C4)C=C(C4=C(C(CCCC)CCCCCC)C=C(/C=C5\C(=O)C6=C(C=C(F)C(F)=C6)C5=C(C#N)C#N)S4)S3)S2)SC(/C=C2\C(=O)C3=C(C=C(F)C(F)=C3)C2=C(C#N)C#N)=C1,1.57
249,O=C1N(C(CCCCCC)CCCCCC)C(C2=C(C1C=C3[Se]4)C5=C3C(C4=CC6C(N(C(CCCCCC)CCCCCC)C7=O)=O)=C(C6=C7C=C8C9=CC=C(S9)C%10=C(C%11=CC=C(C%12=CC%13=C%14C%15=C%16C%17=C%18C(C=CC(C(N(C(CCCCCC)CCCCCC)C%19=O)=O)=C%18C%19C=C%17[Se]C%16=CC%14C(N(C(CCCCCC)CCCCCC)C%13=O)=O)=C%15%12)S%11)C(C=C(C%20=CC%21=C%22C%23=C%24C%25=C%26C(C=CC(C(N(C(CCCCCC)CCCCCC)C%27=O)=O)=C%26C%27C=C%25[Se]C%24=CC%22C(N(C(CCCCCC)CCCCCC)C%21=O)=O)=C%23%20)S%28)=C%28C%29=C%10C=C(C%30=CC%31=C%32C%33=C%34C%35=C%36C(C=CC(C(N(C(CCCCCC)CCCCCC)C%37=O)=O)=C%36C%37C=C%35[Se]C%34=CC%32C(N(C(CCCCCC)CCCCCC)C%31=O)=O)=C%33%30)S%29)C8=C5C=C2)=O,9.54
250,CCCCC(CC)CC1(CC(CC)CCCC)C2=C(SC(/C=C3\C(=O)C4=CC(F)=C(F)C=C4C3=C(C#N)C#N)=C2)C2=C1C=C(C1=NC=C(C3=CC4C(S3)C3=C(C=C(/C=C5\C(=O)C6=CC(F)=C(F)C=C6C5=C(C#N)C#N)S3)C4(CC(CC)CCCC)CC(CC)CCCC)N=C1)S2,10.32
251,COCCOCCOCCOC1=CC=C(C2(C3=CC=C(OCCOCCOCCOC)C=C3)C3=CC4=C(C=C3C3=C2C2=C(C=C(/C=C5\C(=O)C6=C(C=CC=C6)C5=C(C#N)C#N)S2)S3)C(C2=CC=C(OCCOCCOCCOC)C=C2)(C2=CC=C(OCCOCCOCCOC)C=C2)C2=C4SC3=C2SC(/C=C2\C(=O)C4=C(C=CC=C4)C2=C(C#N)C#N)=C3)C=C1,1.42
252,CCCCC(CC)COC1=CC(C2=CC3=C(S2)C2=C(C=C(/C=C4/C(=O)C5=CC6=CC=CC=C6C=C5C4=C(C#N)C#N)S2)C3(CC(CC)CCC)CC(CC)CCCC)=C(OCC(CC)CCCC)C=C1C1=CC2=C(S1)C1=C(C=C(/C=C3/C(=O)C4=C(C=C5C=CC=CC5=C4)C3=C(C#N)C#N)S1)C2(CC(CC)CC)CC(CC)CCC,11.0
253,CCCCCCCCCCCC1=C(/C=C2\C(=O)C3=C(C=C(Cl)C(Cl)=C3)C2=C(C#N)C#N)SC2=C1SC1=C2N(CC(CC)CCCC)C2=C1C1=NSN=C1C1=C2N(CC(CC)CCCC)C2=C1SC1=C2SC(/C=C2\C(=O)C3=C(C=C4C(=C3)C3=C4C4C=CC3C4)C2=C(C#N)C#N)=C1CCCCCCCCCCC,14.75
254,O=C(C(C(Cl)=CC=C1)=C1C/2=C(C#N)/C#N)C2=C/C(S3)=CC4=C3C5=CC6=C(C=C5C4(CCCCCCCC)CCCCCCCC)C7=CC8=C(C(SC(/C=C9C(C(C=CC(Br)=C%10)=C%10C\9=C(C#N)\C#N)=O)=C%11)=C%11C8(CCCCCCCC)CCCCCCCC)C=C7C6(CCCCCCCC)CCCCCCCC,12.05
255,CCCCCCC1=C(/C=C2\C(=O)C3=C(C=C(F)C(F)=C3)C2=C(C#N)C#N)[Se]C2=C1SC1=C2N(CC(CCCC)CCCCCC)C2=C1C1=NNN=C1C1=C2N(CC(CCCC)CCCCCC)C2=C1SC1=C2[Se]C(/C=C2\C(=O)C3=C(C=C(F)C(F)=C3)C2=C(C#N)C#N)=C1CC1=CC=C2C=C3C=CC(C)=CC3=CC2=C1,17.02
256,CCCCCCCCC1=CC=C(C2(C3=CC=C(CCCCCCCC)C=C3)C3=CC4=C(C=C3C3=C2C=C(/C=C2\C(=O)C5=C(C=C(F)C(F)=C5)C2=C(C#N)C#N)S3)N(C(CCCCCCCC)CCCCCCCC)C2=CC3=C(C=C24)C(C2=CC=C(CCCCCCCC)C=C2)(C2=CC=C(CCCCCCCC)C=C2)C2=C3SC(/C=C3\C(=O)C4=C(C=C(F)C(F)=C4)C3=C(C#N)C#N)=C2)C=C1,13.15
257,CCCCC(CC)CC1(CC(CC)CCCC)C2=C(SC(/C=C3\C(=O)C4=C(C=C(C)C(C)=C4)C3=C(C#N)C#N)=C2)C2=C1C=C(C1=CC3=C(S1)C1=C(C=C(/C=C4\CC5=C(C=C(C)C(C)=C5)\C4=C(/C)C#N)S1)C3(CC(CC)CCCC)CC(CC)CCCC)S2,3.68
258,FC1=CC(C2=CC3=C(C(SC(/C=C4C(C(C=C(F)C(F)=C5)=C5C\4=C(C#N)\C#N)=O)=C6)=C6C3(CC(CC)CCCC)CC(CC)CCCC)S2)=C(F)C=C1C7=CC(C8(CC(CC)CCCC)CC(CC)CCCC)=C(S7)C9=C8C=C(/C=C%10C(C(C=C(F)C(F)=C%11)=C%11C\%10=C(C#N)\C#N)=O)S9,11.49
259,O=C(C(C=CC=C1)=C1C/2=C(C#N)\C#N)C2=C/C3=CC4=C(C5=CC(C6(C7=CC=C(CCCCCC)C=C7)C8=CC=C(CCCCCC)C=C8)=C(C9=C6C=C(/C=C%10C(C(C=CC=C%11)=C%11C\%10=C(C#N)\C#N)=O)S9)C=C5C4(C%12=CC=C(CCCCCC)C=C%12)C%13=CC=C(CCCCCC)C=C%13)S3,10.22
260,CCCCCCC1=CC=C(C2(C3=CC=C(CCCCCC)C=C3)C3=CC4=C(C=C3C3=C2C=C(C2=CC=C(/C=C5/S/C(=C(/C#N)C(=O)OC)N(CC)C5=O)C5=NSN=C25)S3)C(C2=CC=C(CCCCCC)C=C2)(C2=CC=C(CCCCCC)C=C2)C2=C4SC(C3=CC=C(/C=C4/S/C(=C(/C#N)C(=O)OCC)N(CC)C4=O)C4=NSN=C34)=C2)C=C1,4.19
261,CCCCCCCCC1=C(C2=C(F)C(F)=C(C3=C(CCCCCCCC)C(F)=C(C4=C(CCCCCCCC)C(F)=C(C5=C(CCCCCCCC)C(F)=C(C=C(C#N)C#N)S5)S4)S3)S2)SC(C2=C(CCCCCCCC)C(F)=C(C3=C(CCCCCCCC)C(F)=C(C=C(C#N)C#N)S3)S2)=C1F,1.7
262,CCCCCCC1=CC=C(C2(C3=CC=C(CCCCCC)C=C3)C3=CC4=C(C=C3C3=C2C2=C(C=C(/C=C5\C(=O)C6=CC(I)=CC=C6C5=C(C#N)C#N)S2)S3)C(C2=CC=C(CCCCCC)C=C2)(C2=CC=C(CCCCCC)C=C2)C2=C4SC3=C2SC(/C=C2\C(=O)C4=CC(I)=CC=C4C2=C(C#N)C#N)=C3)C=C1,8.9
263,O=C(C(C=CC=C1)=C1C/2=C(C#N)\C#N)C2=C/C3=CC4=C(C5=CC(C6(C7=CC=C(CCCCCC)C=C7)C8=CC=C(CCCCCC)C=C8)=C(C9=C6C(SC(/C=C%10C(C(C=CC=C%11)=C%11C\%10=C(C#N)\C#N)=O)=C%12)=C%12S9)C=C5C4(C%13=CC=C(CCCCCC)C=C%13)C%14=CC=C(CCCCCC)C=C%14)S3,10.5
264,CCCCCCCCC(CCCCCCCC)CN1C2=CC3=C(C=C2C2=C1C=C1C(=C2)C(C2=CC=C(CCCCCC)C=C2)(C2=CC=C(CCCCCC)C=C2)C2=C1SC1=C2SC(/C=C2\C(=O)C4=C(C=C(F)C(F)=C4)C2=C(C#N)C#N)=C1)C(C1=CC=C(CCCCCC)C=C1)(C1=CC=C(CCCCCC)C=C1)C1=C3SC2=C1SC(/C=C1\C(=O)C3=C(C=C(F)C(F)=C3)C1=C(C#N)C#N)=C2,12.06
