,SMILES,PCE
12,CCCCC(CC)CN1C(=O)C2=CC=C(C#CC3=CC=C(C4=C(F)C=C(C5=CC=C(C#CC6=CC7=C(C=C6)C(=O)N(CC(CC)CCCC)C7=O)S5)C5=NSN=C54)S3)C=C2C1=O,1.04
13,O=C(C(C=C(F)C(F)=C1)=C1C/2=C(C#N)/C#N)C2=C/C3=CC(C4(CCCCCCCC)CCCCCCCC)=C(S3)C5=C4C=C(C(C=C6C(C(C=C7C(CCCCCCCC)(CCCCCCCC)C8=C(C7=C9)SC(/C=C%10C(C(C=C(F)C(F)=C%11)=C%11C\%10=C(C#N)\C#N)=O)=C8)=C9C6(CCCCCCCC)CCCCCCCC)=C%12)=C%12C%13(CCCCCCCC)CCCCCCCC)C%13=C5,13.1
14,CCCCCCC1=CC=C(C2(C3=CC=C(CCCCCC)C=C3)C3=CC4=C(C=C3C3=C2C2=C(C=C(/C=C5\C(=O)C6=C(C=C(F)C(F)=C6)C5=C(C#N)C#N)S2)S3)C(C2=CC=C(CCCCCC)C=C2)(C2=CC=C(CCCCCC)C=C2)C2=C4SC3=C2SC(/C=C2\C(=O)C4=C(C=C(C)S4)C2=C(C#N)C#N)=C3)C=C1,13.1
15,CCCCC(CC)CN1C(=O)C2=C(C3=CC4=C(S3)C3=C(C=C(/C=C5\C(=O)C6=C(C=CC=C6)C5=C(C#N)C#N)S3)C4(CC(CC)CCCC)CC(CC)CCCC)SC(C3=CC4=C(S3)C3=C(C=C(/C=C5\C(=O)C6=C(C=CC=C6)C5=C(C#N)C#N)S3)C4(CC(CC)CCCC)CC(CC)CCCC)=C2C1=O,10.12
16,CCCCCCC1=CC=C(C2(C3=CC=C(CCCCCC)C=C3)C3=C(SC(/C=C4\C(=O)C5=CC(F)=CC=C5C4=C(C#N)C#N)=C3)C3=C2C2=C(S3)C(C3=CC=C(CC(CC)CCCC)S3)=C3C(=C2C2=CC(Cl)=C(CC(CC)CCCC)S2)SC2=C3C(C3=CC=C(CCCCCC)C=C3)(C3=CC=C(CCCCCC)C=C3)C3=C2SC(/C=C2\C(=O)C4=CC(F)=CC=C4C2=C(C#N)C#N)=C3)C=C1,12.9
17,O=C(C1=C/2C=C(F)C(F)=C1)C(CC3=CC4=C(S3)C5=C(C6=CC(C7(C8=CC(CCCCCC)=CC=C8)C9=CC=CC(CCCCCC)=C9)=C(C%10=C7C(SC(/C=C%11C(C(C=C(F)C(F)=C%12)=C%12C\%11=C(C#N)/C#N)=O)=C%13)=C%13S%10)C=C6C5(C%14=CC(CCCCCC)=CC=C%14)C%15=CC=CC(CCCCCC)=C%15)S4)C2=C(C#N)\C#N,12.53
18,CCCCCCCCCCC(CCCCCC)CN1C(=O)C2=C(C3=CC=C(C#C/C(C4=C(C)C=C(C)N4B(F)F)=C4/N=C(C)C=C4C)S3)N(CC(CCCCCC)CCCCCCCCCC)C(=O)C2=C1C1=CC=C(C#C/C(C2=C(C)C=C(C)N2B(F)F)=C2/N=C(C)C=C2C)S1,0.888
19,O=C1N(C(CCCCC)CCCCC)C(C2=C(C1C=C3[Se]4)C5=C3C(C4=CC6C(N(C(CCCCC)CCCCC)C7=O)=O)=C(C6=C7C=C8C9=CC=C(/C(C%10=CC=C(C%11=CC%12=C%13C%14=C%15C%16=C%17C(C=CC(C(N(C(CCCCC)CCCCC)C%18=O)=O)=C%17C%18C=C%16[Se]C%15=CC%13C(N(C(CCCCC)CCCCC)C%12=O)=O)=C%14%11)C=C%10)=C(C%19=CC=C(C%20=CC%21=C%22C%23=C%24C%25=C%26C(C=CC(C(N(C(CCCCC)CCCCC)C%27=O)=O)=C%26C%27C=C%25[Se]C%24=CC%22C(N(C(CCCCC)CCCCC)C%21=O)=O)=C%23%20)C=C%19)\C%28=CC=C(C%29=CC%30=C%31C%32=C%33C%34=C%35C(C=CC(C(N(C(CCCCC)CCCCC)C%36=O)=O)=C%35C%36C=C%34[Se]C%33=CC%31C(N(C(CCCCC)CCCCC)C%30=O)=O)=C%32%29)C=C%28)C=C9)C8=C5C=C2)=O,7.63
20,CCCCC(CC)CC1=CC=C(C2(C3=CC=C(CC(CC)CCCC)C=C3)C3=C(SC4=C3SC(/C=C3\C(=O)C5=C(C=C(F)C(F)=C5)C3=C(C#N)C#N)=C4)C3=C2C2=C(S3)C3=C(S2)C2=C(C4=C(C=C(/C=C5\C(=O)C6=C(C=C(F)C(F)=C6)C5=C(C#N)C#N)S4)S2)C3(C2=CC=C(CC(CC)CCCC)C=C2)C2=CC=C(CC(CC)CCCC)C=C2)C=C1,11.96
21,CCCCCCCCC1(CCCCCCCC)C2=CC3=C(C=C2C2=C1C=C(C1=C(CC(CC)CCCC)C=C(/C=C4\C(=O)C5=C(C=C6C=CC=CC6=C5)C4=C(C#N)C#N)S1)S2)C(CCCCCCCC)(CCCCCCCC)C1=C3SC(C2=C(CC(CC)CCCC)C=C(/C=C3\C(=O)C4=C(C=C5C=CC=CC5=C4)C3=C(C#N)C#N)S2)=C1,5.77
22,CCCCCC(CCCCC)N1C(=O)C2=CC=C3C4=CC=C5C(=O)N(C(CCCCC)CCCCC)C(=O)C6=C5C4=C4C(=C6)C5=C6C7=CC8=C9C(=CC=C%10C%11=CC=C%12C(=O)N(C(CCCCC)CCCCC)C(=O)C%13=C%12C%11=C(C(=C%13)C6=C6C%11=CC%12=C%13C(=CC=C%14C%15=CC=C%16C(=O)N(C(CCCCC)CCCCC)C(=O)C%17=C%16C%15=C(C(=C%17)C6=C5C5=CC(=C2C3=C54)C1=O)C%11=C%14%13)C(=O)N(C(CCCCC)CCCCC)C%12=O)C7=C%109)C(=O)N(C(CCCCC)CCCCC)C8=O,7.5
23,CCCCCCC1=CC=C(C2(C3=CC=C(CCCCCC)C=C3)C3=CC4=C(C=C3C3=C2C=C(/C=C2\C(=O)C5=C(C=C(F)C(F)=C5)C2=C(C#N)C#N)S3)C2=C3C(=C5C(=C2N4CC(CC)CCCC)C2=C(C=C4C(=C2)C2=C(C=C(/C=C6\C(=O)C7=C(C=C(F)C(F)=C7)C6=C(C#N)C#N)S2)C4(C2=CC=C(CCCCCC)C=C2)C2=CC=C(CCCCCC)C=C2)N5CC(CC)CCCC)C2=C(C=C4C(=C2)C2=C(C=C(/C=C5\C(=O)C6=C(C=C(F)C(F)=C6)C5=C(C#N)C#N)S2)C4(C2=CC=C(CCCCCC)C=C2)C2=CC=C(CCCCCC)C=C2)N3CC(CC)CCCC)C=C1,2.21
24,CCCCCCCC(CCCCCC)N1C(=O)C2=CC=C3C(=O)N(C(CCCCCC)CCCCCCC)C(=O)C4=C3C2=C(C1=O)C1=C4SC(C2=CC3=C(S2)C2=CC4=C(C=C2C3(C2=CC=C(CCCCCC)C=C2)C2=CC=C(CCCCCC)C=C2)C2=C(C=C(C3=CC5=C(S3)C3=C6C(=CC=C7C(=O)N(C(CCCCCC)CCCCCCC)C(=O)C5=C76)C(=O)N(C(CCCCCC)CCCCCCC)C3=O)S2)C4(C2=CC=C(CCCCCC)C=C2)C2=CC=C(CCCCCC)C=C2)=C1,5.05
25,CCCCCCC1=CC=C(C2(C3=CC=C(CCCCCC)C=C3)C3=CC4=C(C=C3C3=C2C2=C(C=C(C5=CC=C(/C=C6\SC(=C(C#N)C#N)N(CC)C6=O)C6=NSN=C56)S2)S3)C(C2=CC=C(CCCCCC)C=C2)(C2=CC=C(CCCCCC)C=C2)C2=C4SC3=C2SC(C2=CC=C(/C=C4\SC(=C(C#N)C#N)N(CC)C4=O)C4=NSN=C24)=C3)C=C1,6.96
26,O=C(C(C=C1C(C=CC=C1)=C2)=C2C/3=C(C#N)/C#N)C3=C/C(S4)=CC5=C4C6=CC7=C(C=C6C5(CCCCCCCC)CCCCCCCC)C8=CC9=C(C(SC(/C=C%10C(C(C=C(C=CC=C%11)C%11=C%12)=C%12C\%10=C(C#N)\C#N)=O)=C%13)=C%13C9(CCCCCCCC)CCCCCCCC)C=C8C7(CCCCCCCC)CCCCCCCC,11.2
27,O=C(C1=C(C)SC=C1C/2=C(C#N)\C#N)C2=C\C3=CC4=C(S3)C5=C(C6=CC(C7(C8=CC=CC(CCCCCC)=C8)C9=CC(CCCCCC)=CC=C9)=C(C%10=C7C(SC(/C=C%11C(C%12=C(C)SC=C%12C/%11=C\C#N)=O)=C%13)=C%13S%10)C=C6C5(C%14=CC(CCCCCC)=CC=C%14)C%15=CC=CC(CCCCCC)=C%15)S4,12.08
28,CCCCCCC1=CC=C(C2(C3=CC=C(CCCCCC)C=C3)C3=CC4=C(C=C3C3=C2C2=C(S3)C(CCCCCC)=C(/C=C3/C(=O)N(CC)C(=S)N(CC)C3O)S2)C(C2=CC=C(CCCCCC)C=C2)(C2=CC=C(CCCCCC)C=C2)C2=C4SC3=C2SC(C=C2C(=O)N(CC)C(=S)N(CC)C2=O)=C3CCCCCC)C=C1,7.52
29,CCCCC(CC)COC1=CC(/C=C2\C(=O)C3=C(C=C(F)C(F)=C3)C2=C(C#N)C#N)=C(OCC(CC)CCCC)C=C1C1=CC2=C(S1)C1=C(C=C(C3=CC(OCC(CC)CCCC)=C(/C=C4\C(=O)C5=C(C=C(F)C(F)=C5)C4=C(C#N)C#N)C=C3OCC(CC)CCCC)S1)C2(CC(CC)CCCC)CC(CC)CCCC,2.65
30,O=C(C(C=C(Cl)C(Cl)=C1)=C1C/2=C(C#N)/C#N)C2=C/C3=CC4=C(S3)C5=C(C6=C(C5(C7=CC=C(CCCCCC)C=C7)C8=CC=C(CCCCCC)C=C8)C=C(C9=C%10C(SC(/C=C%11C(C(C=C(Cl)C(Cl)=C%12)=C%12C\%11=C(C#N)\C#N)=O)=C%13)=C%13[Se]9)C(C%10(C%14=CC=C(CCCCCC)C=C%14)C%15=CC=C(CCCCCC)C=C%15)=C6)[Se]4,13.32
31,CCCCCCC1=CC=C(C2(C3=CC=C(CCCCCC)C=C3)C3=C(SC(/C=C4\C(=O)C5=C(C=CC=C5)C4=C(C#N)C#N)=C3)C3=C2C2=C(O3)C(C3=CC=C(CC(CC)CCCC)S3)=C3C(=C2C2=CC=C(CC(CC)CCCC)S2)OC2=C3C(C3=CC=C(CCCCCC)C=C3)(C3=CC=C(CCCCCC)C=C3)C3=C2SC(/C=C2\C(=O)C4=C(C=CC=C4)C2=C(C#N)C#N)=C3)C=C1,8.7
32,CCCCCCCCC1(CCCCCCCC)C2=CC3=C(C=C2C2=C1C=C1C(=C2)C(CCCCCCCC)(CCCCCCCC)C2=C1SC(/C=C1\C(=O)C4=C(C=CC=C4)C1=C(C#N)C#N)=C2)C(CCCCCCCC)(CCCCCCCC)C1=C3SC(/C=C2\C(=O)C3=C(C=CC=C3)C2=C(C#N)C#N)=C1,5.49
33,CCCCCCC1=CC=C(C2(C3=CC=C(CCCCCC)C=C3)C3=C(C=CC(C4=CC=C(C5=CC=C(/C=C6/SC(=S)N(CCCCCC)C6O)C6=NSN=C56)S4)=C3)C3=C2C=C(C2=CC=C(/C=C4/SC(=S)N(CCCCCC)C4=O)C4=NCN=C24)S3)C=C1,5.0
34,CCN(C/1=O)C(SC1=C/C2=C(F)C(F)=C(C(S3)=CC4=C3C5=CC(C6(C7=CC=C(CCCCCC)C=C7)C8=CC=C(CCCCCC)C=C8)=C(C=C5C4(C9=CC=C(CCCCCC)C=C9)C%10=CC=C(CCCCCC)C=C%10)C%11=C6C=C(C%12=C(F)C(F)=C(/C=C%13SC(N(CC)C\%13=O)=S)C%14=NSN=C%12%14)S%11)C%15=NSN=C2%15)=S,9.06
35,CCCCCCC(CCCC)N1C(=O)C2=CC=C3C4=C(C=CC(=C24)C1=O)C1=CC=C2C(=O)N(C(CCCC)CCCCCC)C(=O)C4=C2C1=C3C(C1=NC(C2=CC3=C5C(=CC=C6C7=CC=C8C(=O)N(C(CCCC)CCCCCC)C(=O)C9=C8C7=C(C=C9)C2=C65)C(=O)N(C(CCCC)CCCCCC)C3=O)=CC(C2=CC3=C5C(=CC=C6C7=CC=C8C(=O)N(C(CCCC)CCCCCC)C(=O)C9=C8C7=C(C=C9)C2=C65)C(=O)N(C(CCCC)CCCCCC)C3=O)=C1)=C4,5.15
36,CCCCCCCCCCCC1=C(/C=C2\C(=O)C3=C(C=C(F)C(Br)=C3)C2=C(C#N)C#N)SC2=C1SC1=C2N(CC(CCCC)CCCCCC)C2=C1C1=NSN=C1C1=C2N(CC(CCCC)CCCCCC)C2=C1SC1=C2SC(/C=C2\C(=O)C3=C(C=C(Cl)C(Br)=C3)C2=C(C#N)C#N)=C1CCCCCCCCCCC.F,13.61
37,CCCCCCC1=CC=C(C2(C3=CC=C(CCCCCC)C=C3)C3=CC4=C(C=C3C3=C2C=C(C2=C(CC(CC)CCCC)C=C(/C=C5\C(=O)C6=CC(F)=C(F)C=C6C5=C(C#N)C#N)S2)S3)C(C2=CC=C(CCCCCC)C=C2)(C2=CC=C(CCCCCC)C=C2)C2=C4SC(C3=C(OCC(CC)CCCC)C=C(/C=C4\C(=O)C5=CC(F)=C(F)C=C5C4=C(C#N)C#N)S3)=C2)C=C1,10.8
38,CCCCCCC(C)N1C(=O)C2=CC3=C(C=C2C1=O)C1=CC=C(C2=C(CC(CC)CCCC)C=C(C4=C(F)C5=C(C6=NSN=C64)C(F)=C(C4=CC(CC(CC)CCCC)=C(C6=CC=C7C8=C(C=C9C(=O)N(C(C)CCCCCC)C(=O)C9=C8)C8=CC=CC6=C87)S4)C4=NSN=C45)S2)C2=C1C3=CC=C2,3.12
39,CCCCCCC1=CC=C(C2=C3SC4=C(C3=C(C3=CC=C(CCCCCC)C=C3)C3=C2C2=C(S3)C3=C(C=C(/C=C5\C(=O)C6=C(C)SC=C6C5=C(C#N)C#N)S3)C2(C2=CC=C(CCCCCC)C=C2)C2=CC=C(CCCCCC)C=C2)C(C2=CC=C(CCCCCC)C=C2)(C2=CC=C(CCCCCC)C=C2)C2=C4SC(/C=C3\C(=O)C4=C(C)SC=C4C3=C(C#N)C#N)=C2)C=C1,9.14
40,CCCCCCC1(CCCCCC)C2=C(SC(/C=C3\C(=O)C4=C(C=C(F)C(F)=C4)C3=C(C#N)C#N)=C2)C2=C1C1=C(C=C2)C2=C(C=C1)C1=C(C=C(/C=C3\C(=O)C4=C(C=C(F)C(F)=C4)C3=C(C#N)C#N)S1)C2(CCCCCC)CCCCCC,7.3
41,CCCCCCCCCCCOC1=C(/C=C2\C(=O)C3=C(C=C(Cl)C(Cl)=C3)C2=C(C#N)C#N)SC2=C1OC1=C2N(CC(CCCC)CCCCCCC)C2=C1C1=NSN=C1C1=C2N(CC(CCCC)CCCCCC)C2=C1SC1=C2SC(/C=C2\C(=O)C3=C(C=C(Cl)C(Cl)=C3)C2=C(C#N)C#N)=C1CCCCCCCCCCC,17.1
42,CCCCCCCCCCCC1=C(/C=C2\C(=O)C3=C(C=C(Cl)C(Cl)=C3)C2=C(C#N)C#N)SC2=C1SC1=C2N(CCCCCCCC)C2=C1C1N=C(C3=CC=C(C(F)(F)F)C=C3)C(C3=CC=C(C(F)(F)F)C=C3)=NC1C1=C2N(CCCCCCCC)C2=C1SC1=C2SC(/C=C2\C(=O)C3=C(C=C(Cl)C(Cl)=C3)C2=C(C#N)C#N)=C1CCCCCCCCCCC,13.28
43,O=C(C(C(F)=CC=C1)=C1C/2=C(C#N)\C#N)C2=C/C(S3)=CC4=C3C5=C(C4(C6=CC=C(CCCCCC)C=C6)C7=CC=C(CCCCCC)C=C7)C8=C(CCCCCCCC)C9=C(C(C(C%10=CC=C(CCCCCC)C=C%10)(C%11=CC=C(CCCCCC)C=C%11)C%12=C%13SC(/C=C%14C(C(C=CC=C%15F)=C%15C\%14=C(C#N)/C#N)=O)=C%12)=C%13S9)C(CCCCCCCC)=C8S5,10.42
44,CCCCCCC1=CC=C(C2=C(/C=C3\C(=O)C4=C(C=C(F)C(F)=C4)C3=C(C#N)C#N)SC3=C2SC2=C3N(CC(CC)CCCC)C3=C2C2=NSN=C2C2=C3N(CC(CC)CCCC)C3=C2SC2=C3SC(/C=C3\C(=O)C4=C(C=C(F)C(F)=C4)C3=C(C#N)C#N)=C2C2=CC=C(CCCCCC)C=C2)C=C1,17.1
45,O=C(C(C=CC=C1)=C1C/2=C(C#N)\C#N)C2=C/C3=CC4=C(C5=CC(C6(C7=CC=C(CCCCCC)C=C7)C8=CC=C(CCCCCC)C=C8)=C(C9=C6C=C(/C=C%10C(C(C=CC=C%11)=C%11C\%10=C(C#N)\C#N)=O)S9)C=C5C4(C%12=CC=C(CCCCCC)C=C%12)C%13=CC=C(CCCCCC)C=C%13)S3,7.39
46,CCCCCCC1=CC=C(C2(C3=CC=C(CCCCCC)C=C3)OC3=C(SC4=C3SC3=C4OC(C4=CC=C(CCCCCC)C=C4)(C4=CC=C(CCCCCC)C=C4)C4=C3SC(/C=C3\C(=O)C5=C(C=C(F)C(F)=C5)C3=C(C#N)C#N)=C4)C3=C2C=C(/C=C2\C(=O)C4=C(C=C(F)C(F)=C4)C2=C(C#N)C#N)S3)C=C1,8.25
47,CCCCCCCCN1C(=O)C2=C(C3=CC=C(C4=CC=C5C(=O)N(C(CC)CC)C(=O)C5=C4)S3)C=CC(C3=CC=C(C4=CC5C(=O)N(C(CC)CC)C(=O)C5C=C4)S3)=C2C1=O,0.5
48,CCCCCCC1=CC=C(C2(C3=CC=C(CCCCCC)C=C3)C3=CC4=C(C=C3C3=C2C=C(C2=CC5=C(S2)/C(=C(\C)C#N)C2=CC=CC=C25)S3)C(C2=CC=C(CCCCCC)C=C2)(C2=CC=C(CCCCCC)C=C2)C2=C4SC(C3=CC4=C(S3)C(=C(C#N)C#N)C3=CC=CC=C34)=C2)C=C1,2.75
49,CCCCCCC1=CC=C(C2(C3=CC=C(CCCCCC)C=C3)C3=C(C=CC(C4=CC=C(C5=CC=C(C=C(C#N)C#N)C6=NSN=C56)S4)=C3)C3=C2C=C(C2=CC=C(C=C(C#N)C#N)C4=NSN=C24)S3)C=C1,5.75
50,CCCCCCCCCCCC1=C(/C=C2\C(=O)C3=C(C=CC(Br)=C3)C2=C(C#N)C#N)SC2=C1SC1=C2N(CC(CC)CCCC)C2=C1C1=NSN=C1C1=C2N(CC(CC)CCCC)C2=C1SC1=C2SC(/C=C2\C(=O)C3=C(C=C(Br)C=C3)C2=C(C#N)C#N)=C1CCCCCCCCCCC,15.23
51,O=C(C(C=CC=C1)=C1C/2=C(C#N)/C#N)C2=C/C(C(OCCCCCC)=C3)=CC(OCCCCCC)=C3C4=CC5=C(C6=CC(C7(C8=CC=C(CCCCCC)C=C8)C9=CC=C(CCCCCC)C=C9)=C(C%10=C7C=C(C%11=C(OCCCCCC)C=C(/C=C%12C(C(C=CC=C%13)=C%13C\%12=C(C#N)\C#N)=O)C(OCCCCCC)=C%11)S%10)C=C6C5(C%14=CC=C(CCCCCC)C=C%14)C%15=CC=C(CCCCCC)C=C%15)S4,9.6
52,CCCCCCCCN1N=C2C(/C=C/C3=CC=C(C#N)C=C3)=CC=C(C3=CC4=C(S3)C3=CC5=C(C=C3C4(C3=CC=C(CCCCCC)C=C3)C3=CC=C(CCCCCC)C=C3)C3=C(C=C(C4=CC=C(/C=C/C6=CC=C(C#N)C=C6)C6=NN(CCCCCCCC)N=C46)S3)C5(C3=CC=C(CCCCCC)C=C3)C3=CC=C(CCCCCC)C=C3)C2=N1,0.07
53,O=C(C(C=C(F)C(F)=C1)=C1C/2=C(C#N)/C#N)C2=C/C3=C(CCCCCCCCCCC)C(S4)=C(S3)C5=C4C6=C(N5CC(CC)CCCC)C7=C(C(SC8=C9SC(/C=C%10C(C(C=C(F)C(F)=C%11)=C%11C\%10=C(C#N)\C#N)=O)=C8CCCCCCCCCCC)=C9N7CC(CC)CCCC)C%12=NSN=C6%12,15.7
54,CCCCCCCCCC1=C(/C=C2\C(=O)C3=C(C=C4C=C(F)C=CC4=C3)C2=C(C#N)C#N)SC2=C1SC1=C2N(CC(CCCC)CCCCCC)C2=C1C1=NSN=C1C1=C2N(CC(CCCC)CCCCCC)C2=C1SC1=C2SC(/C=C2\C(=O)C3=C(C=C4C=C(F)C=CC4=C3)C2=C(C#N)C#N)=C1CCCCCCCCC,15.5
55,CCCCCCOC1=C2C3=C(C4=C(C=C(/C=C5\C(=O)C6=C(C=C(F)C(F)=C6)C5=C(C#N)C#N)S4)S3)C(C3=CC=C(CCCCCC)C=C3)(C3=CC=C(CCCCCC)C=C3)C3=CC(OCCCCCC)=C4C5=C(C6=C(C=C(/C=C7\C(=O)C8=C(C=C(F)C(F)=C8)C7=C(C#N)C#N)S6)S5)C(C5=CC=C(CCCCCC)C=C5)(C5=CC=C(CCCCCC)C=C5)C(=C1)C4=C32,10.4
56,O=C(C(C=C(F)C(F)=C1)=C1C/2=C(C#N)\C#N)C2=C/C3=C4C(OCCO4)=C(C5=CC6=C(C7=CC(C8(C9=CC=C(CCCCCC)C=C9)C%10=CC=C(CCCCCC)C=C%10)=C(C%11=C8C=C(C%12=C(OCCO%13)C%13=C(/C=C%14C(C(C=C(F)C(F)=C%15)=C%15C\%14=C(C#N)/C#N)=O)S%12)S%11)C=C7C6(C%16=CC=C(CCCCCC)C=C%16)C%17=CC=C(CCCCCC)C=C%17)S5)S3,11.32
57,CCCCCCC1=CC=C(C2(C3=CC=C(CCCCCC)C=C3)C3=CC4=C(C=C3C3=C2C=C(C2=C5C(F)=C(C(=O)OCC(CC)CCCC)SC5=C(/C=C5\C(=O)C6=C(C=C(F)C(F)=C6)C5=C(C#N)C#N)S2)O3)C(C2=CC=C(CCCCCC)C=C2)(C2=CC=C(CCCCCC)C=C2)C2=C4SC(C3=C4C(F)=C(C(=O)OCC(CC)CCCC)SC4=C(/C=C4\C(=O)C5=C(C=CC(F)=C5)C4=C(C#N)C#N)S3)=C2)C=C1,9.43
58,O=C(C(C=CC=C1)=C1C/2=C(C#N)/C#N)C2=C/C3=CC(CCCCCC)=C(C4=CC(CCCCCC)=C(C5=CC(N6C(CCCCCCCC)CCCCCCCC)=C(S5)C7=C6C=C(C8=C(CCCCCC)C=C(C9=C(CCCCCC)C=C(/C=C%10C(C(C=CC=C%11)=C%11C\%10=C(C#N)\C#N)=O)S9)S8)S7)S4)S3,6.94
