,SMILES,PCE,BCUT2D_CHGHI,BCUT2D_CHGLO,BCUT2D_LOGPHI,BCUT2D_LOGPLOW,BCUT2D_MRHI,BCUT2D_MRLOW,BCUT2D_MWHI,BCUT2D_MWLOW,BalabanJ,BertzCT,Chi0,Chi0n,Chi0v,Chi1,Chi1n,Chi1v,Chi2n,Chi2v,Chi3n,Chi3v,Chi4n,Chi4v,EState_VSA1,EState_VSA10,EState_VSA11,EState_VSA2,EState_VSA3,EState_VSA4,EState_VSA5,EState_VSA6,EState_VSA7,EState_VSA8,EState_VSA9,ExactMolWt,FpDensityMorgan1,FpDensityMorgan2,FpDensityMorgan3,FractionCSP3,HallKierAlpha,HeavyAtomCount,HeavyAtomMolWt,Ipc,Kappa1,Kappa2,Kappa3,LabuteASA,MaxAbsEStateIndex,MaxAbsPartialCharge,MaxEStateIndex,MaxPartialCharge,MinAbsEStateIndex,MinAbsPartialCharge,MinEStateIndex,MinPartialCharge,MolLogP,MolMR,MolWt,NHOHCount,NOCount,NumAliphaticCarbocycles,NumAliphaticHeterocycles,NumAliphaticRings,NumAromaticCarbocycles,NumAromaticHeterocycles,NumAromaticRings,NumHAcceptors,NumHDonors,NumHeteroatoms,NumRadicalElectrons,NumRotatableBonds,NumValenceElectrons,PEOE_VSA1,PEOE_VSA10,PEOE_VSA11,PEOE_VSA12,PEOE_VSA13,PEOE_VSA14,PEOE_VSA2,PEOE_VSA3,PEOE_VSA4,PEOE_VSA5,PEOE_VSA6,PEOE_VSA7,PEOE_VSA8,PEOE_VSA9,RingCount,SMR_VSA1,SMR_VSA10,SMR_VSA2,SMR_VSA3,SMR_VSA4,SMR_VSA5,SMR_VSA6,SMR_VSA7,SMR_VSA8,SMR_VSA9,SlogP_VSA1,SlogP_VSA10,SlogP_VSA11,SlogP_VSA12,SlogP_VSA2,SlogP_VSA3,SlogP_VSA4,SlogP_VSA5,SlogP_VSA6,SlogP_VSA7,SlogP_VSA8,TPSA,VSA_EState1,VSA_EState10,VSA_EState2,VSA_EState3,VSA_EState4,VSA_EState5,VSA_EState6,VSA_EState7,VSA_EState8
87,CC(S1)=CC2=C1C(C3=CC=C(SCCCCCCCC)S3)=C(C=C(C4=C5C(C(F)=C(C(OCC(CCCC)CC)=O)S5)=C(C)S4)S6)C6=C2C7=CC=C(SCCCCCCCC)S7,9.52,2.286205282,-2.136559023,2.55523625,-2.13576332,8.010041482,0.04291622,32.19727891,9.995135552,1.265075353,2412.434062,43.58863594,37.4369281,43.96890075,30.25228375,23.1002337,29.97041031,16.62474886,26.13652661,11.78612274,21.41210897,8.254866571,17.87287846,11.78652613,4.794537184,4.390415048,4.877147194,17.91101223,56.5203552,142.7356365,11.33678588,75.79465061,71.01688841,4.736862954,982.2577775,0.629032258,1.193548387,1.790322581,0.509803922,-1.7,62,920.093,8.23E+13,48.23914949,23.65856509,11.44934782,402.0301188,16.32527961,0.461135256,16.32527961,0.350909455,0.101964214,0.350909455,-0.531255904,-0.461135256,20.55054,283.7505,983.597,0,2,0,0,0,1,6,7,10,0,11,0,26,334,4.736862954,4.877147194,5.817220841,0,0,5.969305288,0,9.184952232,0,91.54448517,111.1656299,86.93175494,61.07115143,24.60230743,7,13.92181519,127.7722228,0,0,5.917906046,152.6939275,18.11258918,56.84686483,0,30.63549176,0,4.390415048,0,91.54448517,24.08189447,4.736862954,25.58260129,149.8540735,44.81656077,0,60.89392415,26.3,28.39447205,14.54191181,20.6352264,3.174444912,2.647580481,1.663736986,14.16512079,19.98123565,13.46293759
89,[C]C(S1)=CC2=C1C(C3=CC=C(SCC(CCCC)CCCCCC)C=C3)=C(C=C(C4=CC=C(C5=C6C(C(C7=C(CC(CC)CCCC)SC(CC(CC)CCCC)=C7C6=O)=O)=C(C8=CC=C([C])S8)S5)S4)S9)C9=C2C%10=CC=C(SCC(CCCC)CCCCCC)C=C%10,9.5,2.421280943,-2.188191033,2.555298828,-2.217879895,7.991445581,0.097986084,32.16840403,9.808413201,1.065444469,3686.259036,64.67584714,56.27377762,62.80575027,44.92918011,35.47507926,42.34525587,26.27886113,34.94798213,19.38573607,28.95511784,13.87725548,23.20233018,0,6.9237372,9.589074368,11.56648989,43.84391245,131.77591,161.0779961,45.34714351,46.99328991,128.1863024,6.9237372,1370.53325,0.358695652,0.782608696,1.239130435,0.487804878,-3.58,92,1273.436,2.11E+24,71.19932304,35.08191046,17.03071869,586.6003632,15.98034707,0.288460238,15.98034707,0.1966782,0.004786272,0.1966782,-0.004786272,-0.288460238,28.60038,412.909,1372.22,0,2,1,0,1,3,6,9,10,0,10,6,39,486,0,0,11.56648989,0,0,0,9.589074368,0,0,91.54448517,208.0717983,133.9871276,116.5874203,20.88119737,10,9.589074368,123.2832633,0,0,23.67162418,232.1222267,11.50570721,140.5390081,0,51.51668913,0,0,0,91.54448517,23.07219711,12.84164325,37.51909858,260.8410857,94.72010591,0,71.68897739,34.14,2.3790146,13.93996189,43.49166413,2.340218304,7.204171458,4.6918625,31.53209944,31.47456937,36.27977166
90,CC(S1)=CC2=C1C(C3=CC=C(SCCCCCCCC)S3)=C(C=C(C4=C5C(C(F)=C(C(OCC(CC)CCCC)=O)S5)=C(C)S4)S6)C6=C2C7=CC=C(SCCCCCCCC)S7,9.48,2.286205282,-2.136559023,2.55523625,-2.13576332,8.010041482,0.04291622,32.19727891,9.995135552,1.265075353,2412.434062,43.58863594,37.4369281,43.96890075,30.25228375,23.1002337,29.97041031,16.62474886,26.13652661,11.78612274,21.41210897,8.254866571,17.87287846,11.78652613,4.794537184,4.390415048,4.877147194,17.91101223,56.5203552,142.7356365,11.33678588,75.79465061,71.01688841,4.736862954,982.2577775,0.629032258,1.193548387,1.790322581,0.509803922,-1.7,62,920.093,8.23E+13,48.23914949,23.65856509,11.44934782,402.0301188,16.32527961,0.461135256,16.32527961,0.350909455,0.101964214,0.350909455,-0.531255904,-0.461135256,20.55054,283.7505,983.597,0,2,0,0,0,1,6,7,10,0,11,0,26,334,4.736862954,4.877147194,5.817220841,0,0,5.969305288,0,9.184952232,0,91.54448517,111.1656299,86.93175494,61.07115143,24.60230743,7,13.92181519,127.7722228,0,0,5.917906046,152.6939275,18.11258918,56.84686483,0,30.63549176,0,4.390415048,0,91.54448517,24.08189447,4.736862954,25.58260129,149.8540735,44.81656077,0,60.89392415,26.3,28.39447205,14.54191181,20.6352264,3.174444912,2.647580481,1.663736986,14.16512079,19.98123565,13.46293759
91,CC(S1)=CC2=C1C(OCC(CCCCCCCC)CCCCCC)=C(C=C(C3=C(CC(CC)CCCC)C=C(C4=C(F)C(F)=C(C5=CC(CC(CC)CCCC)=C(C)S5)C6=NSN=C64)S3)S7)C7=C2C8=CC=CC=C8,9.44,2.302331313,-2.194341422,2.53985925,-2.125983158,7.276878997,0.228384397,32.14208312,9.911011355,1.24917048,3028.238769,52.14067771,45.79150508,49.87398798,36.11598706,28.66018564,32.65646871,21.34399824,26.48948958,15.73601532,20.95135924,11.25075044,16.53865651,11.63444168,0,8.780830095,11.12690298,40.27114873,87.31826353,138.2293416,22.67357176,22.67357176,109.9872012,13.48394292,1092.499877,0.513513514,1.067567568,1.689189189,0.53125,-3.54,74,1011.048,3.19E+16,56.65747444,27.67383635,13.22937054,462.4807138,17.38254702,0.491110931,17.38254702,0.170016432,0.231166504,0.170016432,-0.834478147,-0.491110931,23.04054,324.826,1093.704,0,3,0,0,0,3,5,8,8,0,10,0,31,398,4.736862954,16.78291327,11.63444168,0,0,0,0,8.780830095,8.747079963,45.34714351,187.4490478,98.24030178,50.298703,34.16189221,8,13.51769305,88.28102055,0,8.747079963,17.75371814,196.6479733,6.606881965,87.11294267,0,47.51190657,4.736862954,8.780830095,5.749511833,57.07533086,15.35396193,12.84164325,43.23563422,190.840053,54.59730362,0,72.96808444,35.01,53.80621165,7.860842718,6.151018678,2.392446135,6.238186919,0.878368486,19.88519321,26.2506314,18.70376748
92,CC(CCCCCC)C1=CC=C(C2=C(C=C(C3=CC=C(C4=C5C(C(C6=C(C(CCCCCC)C)SC(C(CCCCCC)C)=C6C5=O)=O)=C(C7=CC=C([C])S7)S4)S3)O8)C8=C(C9=CC=C(C(CCCCCC)C)C=C9)C%10=C2OC([C])=C%10)C=C1,9.43,2.429410719,-2.18894185,2.549109489,-2.215578283,7.276982074,0.097970351,32.13898072,9.801642945,1.094388191,3501.852527,57.60477932,49.80042679,53.06641312,39.84450791,31.15206209,34.41804841,23.77936398,28.05131558,17.53330528,22.73427581,12.65097147,17.36352714,0,0,9.589074368,29.1625494,50.31003281,124.1158779,110.8503342,28.73993882,12.13273414,122.1199354,22.68177627,1162.509595,0.402439024,0.817073171,1.268292683,0.432432432,-5.12,82,1081.078,7.31E+18,60.01833559,27.28181211,12.49218797,505.7425382,15.83492795,0.459662488,15.83492795,0.196689001,0.042630747,0.196689001,-0.045068474,-0.459662488,24.70338,351.367,1163.734,0,4,1,0,1,3,6,9,8,0,8,6,29,426,8.834301874,22.68653512,11.56648989,0,0,0,9.589074368,0,0,45.34714351,206.6539801,108.0069191,64.33572756,32.68208176,10,18.42337624,78.85212212,0,0,0,207.4779542,0,152.5490113,0,52.39978935,0,0,0,45.34714351,11.56648989,0,13.8474744,270.8394266,93.76344083,0,74.33827807,60.42,13.72026506,6.193314967,38.27992317,1.753282674,10.12998586,1.897883336,29.84197727,23.46489706,35.7184706
93,CC1=C(CC(CCCCCCCCCC)CCCCCCCCCCCC)C=C(C2=C(F)C(F)=C(C3=CC(CC(CCCCCCCCCCCC)CCCCCCCCCC)=C(C4=CC=C(C5=CC=C(C)S5)S4)S3)C6=NON=C62)S1,9.4,2.299022753,-2.174517809,2.489792856,-2.055313847,7.270192472,0.315408504,32.13897942,9.879783429,1.232459633,2578.59692,57.28317781,52.00888455,55.27487088,39.75228375,33.78441099,37.05039732,24.67939158,29.35959146,17.61007931,22.37687209,12.60445733,17.03783046,11.63444168,0,8.780830095,11.12690298,32.62350791,12.84164325,297.2226511,22.67357176,22.67357176,88.25395212,4.629038937,1184.746907,0.37037037,0.703703704,1.098765432,0.694444444,-2.72,81,1075.069,6.62E+17,67.40678454,39.80937788,23.23869806,508.6174119,17.44057139,0.243298542,17.44057139,0.170108305,0.180926342,0.170108305,-0.851423423,-0.243298542,27.03284,356.21,1185.949,0,3,0,0,0,1,5,6,7,0,9,0,48,452,0,11.03340144,11.63444168,0,0,0,0,13.40986903,0,45.34714351,284.5278137,96.36336165,39.01717755,11.12690298,6,13.40986903,56.38054495,0,10.31332651,11.83581209,311.2169314,0,68.91384146,0,40.38978615,0,8.780830095,0,45.34714351,10.31332651,12.84164325,37.31772817,305.4090111,41.02724135,0,51.42318758,38.92,40.27182581,6.804143571,8.783471115,8.815689209,3.50336281,-0.582233858,13.26737214,54.79409092,13.50894495
94,CC(S1)=CC2=C1C(C3=CC(CCCCCC)=C(CC(CC)CCCC)S3)=C(C=C(C4=CC=C(C)C5=NSN=C54)S6)C6=C2C7=CC(CCCCCC)=C(CC(CCCC)CC)S7,9.4,2.266429939,-2.144368881,2.541381783,-2.035300735,7.251346495,0.450370835,32.14188959,9.922855117,1.455759013,2339.712461,42.88152916,38.69660642,42.77908933,29.81145661,24.2717838,28.26806687,18.07546101,23.18593018,13.38288308,18.59944466,9.547268291,15.43551475,0,0,0,0,0,22.86921353,202.0793028,20.88119737,22.67357176,114.4616718,8.747079963,908.4299053,0.508196721,1.032786885,1.573770492,0.555555556,-2.42,61,836.943,5.43E+13,46.56896728,22.46637037,10.75875215,388.5192351,4.914067538,0.172635124,4.914067538,0.113199335,0.758449522,0.113199335,0.758449522,-0.172635124,19.62494,279.429,909.519,0,2,0,0,0,2,5,7,7,0,7,0,25,328,0,11.03340144,0,0,0,0,0,0,8.747079963,45.34714351,143.5666601,105.164039,66.1255259,11.72818735,7,0,88.28102055,0,8.747079963,11.83581209,183.8063301,0,67.71999847,0,31.32179606,0,0,0,57.07533086,8.747079963,25.68328649,25.68328649,175.5973652,36.39820241,0,62.52748575,25.78,12.61029533,9.645467685,8.992418458,2.887416158,10.72210026,1.516899045,14.98858104,25.75764566,18.7125097
95,[C]C1=CC(C(C2=CC(CCCCCC)=C(CC(CCCC)CC)S2)=C3SC(C4=CC=C([C])C5=NSN=C45)=CC3=C6C7=CC(CCCCCC)=C(CC(CC)CCCC)S7)=C6S1,9.4,2.26700441,-2.144367075,2.541370449,-2.035300735,7.251818551,0.450370835,32.14188959,9.922855117,1.455759013,2339.712461,42.88152916,37.69660642,41.77908933,29.81145661,23.7717838,27.76806687,17.5597238,22.46606883,13.05794822,18.17244773,9.300379181,15.04092002,0,6.9237372,0,0,27.7931115,23.92179546,173.2336094,32.21798325,40.0767247,76.24779852,11.29727718,902.3829551,0.524590164,1.049180328,1.590163934,0.518518519,-2.42,61,836.943,5.43E+13,46.56896728,22.46637037,10.75875215,388.5192351,9.215253981,0.172599511,9.215253981,0.113234361,0.432667165,0.113234361,0.432667165,-0.172599511,18.88048,274.645,903.471,0,2,0,0,0,2,5,7,7,0,7,6,25,322,0,11.03340144,0,0,0,0,0,0,8.747079963,45.34714351,143.5666601,91.31656458,79.9730003,11.72818735,7,0,88.28102055,0,8.747079963,11.83581209,169.9588557,0,81.56747287,0,31.32179606,0,0,0,57.07533086,8.747079963,25.68328649,25.68328649,175.5973652,36.39820241,0,62.52748575,25.78,11.90946027,8.852022894,7.729293458,2.539707825,8.769112429,1.4262868,13.76034286,24.97638228,31.87072452
96,CC(S1)=CC2=C1C(OCC(CCCCCCCC)CCCCCC)=C(C=C(C3=C4C(C(F)=C(C(OCC(CC)CCCC)=O)S4)=C(C)S3)S5)C5=C2C6=CC=CC=C6,9.38,2.28345997,-2.194315702,2.537893159,-2.135764158,7.312346912,0.042916454,32.13884266,9.945499931,1.385483711,2188.054007,40.31261506,35.15977699,38.42576331,27.78595726,21.85499911,25.12098544,16.05788457,20.61177199,11.55836381,16.33694017,8.177102274,13.06015005,11.78652613,4.794537184,4.390415048,4.877147194,23.82891827,62.757266,119.1767596,22.67357176,18.26052308,77.08325548,9.473725908,846.3644081,0.684210526,1.350877193,2.052631579,0.530612245,-2.78,57,783.802,6.04E+12,43.78974816,21.46810251,10.51715505,356.5596233,16.19225834,0.491110931,16.19225834,0.350909455,0.086975542,0.350909455,-0.543329646,-0.491110931,17.57134,250.0975,847.306,0,3,0,0,0,2,4,6,7,0,8,0,24,308,9.473725908,10.62665903,5.817220841,0,0,5.969305288,0,9.184952232,0,45.34714351,141.4974652,62.64193699,41.05348563,27.49075096,6,18.65867814,81.57488119,0,0,11.83581209,144.2755692,13.21376393,62.9132319,0,26.6307092,4.736862954,4.390415048,5.749511833,45.34714351,19.18306922,4.736862954,31.50050733,149.8540735,42.46456948,0,51.13962976,35.53,32.32227921,6.461789068,17.73712353,2.916207026,2.41907019,0.827546641,15.34387858,19.54038071,14.09839171
97,[C]C(S1)=CC2=C1C(C3=CC=C(CC(CCCC)CC)S3)=C(C=C(C4=CC(C(OCC(CCCC)CCCCCC)=O)=C(C5=CC=C([C])S5)S4)S6)C6=C2C7=CC=C(CC(CCCC)CC)S7,9.36,2.269718932,-2.165455182,2.541623086,-2.145418597,7.294817011,0.042373759,32.14081876,9.949478192,1.335944044,2455.232067,45.87309299,39.6292184,44.52819788,31.67162995,24.73449687,29.63347635,18.20346773,24.7804971,13.24593484,20.02397871,9.321735083,16.15398294,0,4.794537184,0,5.969305288,39.67834598,58.03351851,139.1944254,22.67357176,46.14309177,84.00699268,18.58433735,976.3543574,0.507692308,1.046153846,1.615384615,0.49122807,-2.59,65,909.027,3.27E+14,50.29133873,24.61891887,12.55166592,415.4535615,14.30023398,0.461763535,14.30023398,0.33918366,0.255244829,0.33918366,-0.255244829,-0.461763535,20.35378,291.2265,977.571,0,2,0,0,0,1,6,7,8,0,8,6,27,344,4.736862954,0,0,0,0,5.969305288,0,4.794537184,0,68.02071527,131.4339259,98.03430825,89.04099039,17.04748065,7,9.531400138,94.16230882,0,0,17.75371814,157.1172124,6.606881965,93.51681828,0,40.38978615,0,0,0,68.02071527,12.57618725,17.5785062,31.60119254,174.1421466,54.59730362,0,60.56207441,26.3,8.710599325,10.38818551,24.84834605,2.409501019,3.100793615,1.503260238,19.8121297,21.55983531,31.66734924
98,O=C(OCC(CCCCCCCCCC)CCCCCCCC)C1=C(C2=CC=C(C3=C(F)C(F)=C(C4=CC=C(C)S4)C5=NSN=C53)S2)SC(C6=CC(C(OCC(CCCCCCCC)CCCCCCCCCC)=O)=C(C)S6)=C1,9.26,2.290390145,-2.171734303,2.4815315,-2.147653316,7.273156521,0.041397008,32.14234329,9.943864833,1.236853178,2695.831585,56.19523766,48.98502347,53.06750637,38.57365096,30.97115106,34.96743413,22.41651304,27.62516062,15.75326181,20.96395129,10.93526668,15.79781449,17.60374697,9.589074368,8.780830095,23.01411432,55.92341597,74.63885305,212.2885057,12.13273414,38.11294267,36.44202876,9.473725908,1176.578521,0.443037975,0.810126582,1.240506329,0.636363636,-3.36,79,1083.067,2.27E+17,64.80279585,36.26956988,20.49020023,494.2033953,16.53243381,0.461772828,16.53243381,0.339183662,0.067576717,0.339183662,-0.968124602,-0.461772828,23.60914,338.042,1177.819,0,6,0,0,0,1,5,6,11,0,13,0,42,436,9.473725908,11.03340144,11.63444168,0,0,11.93861058,0,18.36990446,8.747079963,45.34714351,207.4779542,87.76477539,34.14003036,52.07290443,6,27.84363037,80.04734287,0,8.747079963,11.83581209,247.0087151,13.21376393,68.91384146,0,40.38978615,0,8.780830095,0,57.07533086,33.89945447,9.473725908,37.31772817,263.6315125,36.39820241,0,51.42318758,78.38,54.37287294,6.622156519,34.76869064,0,1.83464569,-1.9841046,11.19896075,39.30403837,13.71607303
99,CCCCCCCCC(CCCCCC)CC1=CC=C(C2=C3C(SC([C])=C3)=C(C4=CC=C(CC(CCCCCC)CCCCCCCC)S4)C5=C2SC(C6=CC=C(C7=C(F)C(F)=C(C8=CC=C([C])S8)C9=NN(CCCCCCCC)N=C79)S6)=C5)S1,9.26,2.29328835,-2.162437807,2.544284345,-2.040803658,7.282980065,0.404003751,32.14017334,9.907933545,1.11069207,3319.875346,59.49620257,51.80978648,56.70876597,41.6167884,33.23046096,38.12944044,24.40730245,31.01590993,17.53624756,24.11948344,12.80870417,19.46565066,11.63444168,6.9237372,8.780830095,16.00405018,44.04541151,58.58141259,230.1205255,39.60281212,28.73993882,77.08325548,17.12110082,1253.566182,0.376470588,0.764705882,1.247058824,0.540540541,-3.58,85,1161.233,4.53E+20,65.85517445,33.84691447,17.43533991,534.058022,17.10824876,0.202926621,17.10824876,0.170046971,0.083484105,0.170046971,-0.947246205,-0.202926621,26.71218,372.856,1254.977,0,3,0,0,0,2,7,9,9,0,11,6,40,454,0,11.03340144,11.63444168,0,0,0,0,8.780830095,14.99386984,68.02071527,220.8225131,91.76194765,93.91813758,17.67165939,9,8.780830095,99.22640496,0,14.99386984,11.83581209,246.6297343,0,105.6541755,0,51.51668913,0,8.780830095,0,68.02071527,14.99386984,19.38639965,37.31772817,246.7519235,60.66367068,0,82.72237883,30.71,36.3455703,9.936519162,11.1095618,12.19890492,3.369829046,-0.512004627,21.40295171,40.41710963,29.56489139
100,CC(S1)=CC2=C1C(C3=CC(OC)=C(CC(CCCC)CC)S3)=C(C=C(C4=CC=C(C5=C(C(C6=C(CC(CCCC)CC)SC(CC(CC)CCCC)=C6C7=O)=O)C7=C(C8=CC=C(C)S8)S5)S4)S9)C9=C2C%10=CC(OC)=C(CC(CC)CCCC)S%10,9.25,2.42186269,-2.188200735,2.57322816,-2.217879869,7.306396978,0.097986084,32.14332247,9.808413385,1.148921588,3600.606755,59.3452663,51.96931834,58.50129099,40.82655692,31.74979506,38.28176771,23.83137473,32.99541771,18.02986499,27.6285093,12.93372426,23.01898038,0,0,9.589074368,11.56648989,34.79852717,128.9386693,121.6829418,45.34714351,59.56673859,117.7683085,9.473725908,1272.444829,0.369047619,0.785714286,1.214285714,0.5,-3.72,84,1185.324,1.08E+20,63.30329026,28.62264576,12.91215582,533.6723074,15.99105054,0.495574291,15.99105054,0.1966782,0.054649262,0.1966782,0.054649262,-0.495574291,25.26504,375.575,1274.028,0,4,1,0,1,1,8,9,12,0,12,0,31,448,9.473725908,11.49902367,11.56648989,0,0,0,9.589074368,0,0,90.69428702,158.1230436,111.7333216,100.9518606,35.10079245,10,19.06280028,122.4330652,0,0,23.67162418,197.6538045,14.21959508,100.0476257,0,61.6431042,9.473725908,0,11.49902367,90.69428702,25.78608498,25.68328649,37.51909858,219.2288071,48.53093655,0,70.31636879,52.6,15.16664906,14.62995726,48.170581,2.576159553,5.297461902,4.31105269,18.44261241,22.55839293,22.82399856
101,CC1=CC2=C(C(C3=CC=C(CC(CCCC)CC)C=C3)=C(C=C(C4=CC=C(C5=C(C(C6=C(CC(CC)CCCC)SC(CC(CCCC)CC)=C6C7=O)=O)C7=C(C8=CC=C(C)S8)S5)S4)O9)C9=C2C%10=CC=C(CC(CC)CCCC)C=C%10)O1,9.23,2.421001224,-2.188181668,2.538913265,-2.21788046,7.276596372,0.097986083,32.13898036,9.808412243,1.111236955,3501.852527,57.60477932,50.80042679,54.06641312,39.92918011,31.69658748,34.96257381,24.02081826,28.60283975,18.14273841,23.02733937,13.07440983,17.95742922,0,0,9.589074368,11.56648989,45.92543015,154.0610361,80.21226641,45.34714351,0,154.166511,8.834301874,1168.556545,0.402439024,0.817073171,1.256097561,0.459459459,-5.12,82,1081.078,6.91E+18,60.01833559,27.28181211,12.49218797,505.7425382,15.89793429,0.460670134,15.89793429,0.1966782,0.027823455,0.1966782,0.027823455,-0.460670134,24.18784,355.495,1169.782,0,4,1,0,1,3,6,9,8,0,8,0,29,432,8.834301874,22.68653512,11.56648989,0,0,0,9.589074368,0,0,45.34714351,206.6539801,121.8543935,57.41199036,25.75834456,10,18.42337624,78.85212212,0,0,23.67162418,197.6538045,0,138.7015369,0,52.39978935,0,0,0,45.34714351,11.56648989,25.68328649,37.51909858,221.4845159,93.76344083,0,74.33827807,60.42,14.16244015,6.76882001,39.86321683,2.062353545,11.34720169,3.996225843,31.51915125,22.76788482,22.51270587
102,[C]C1=C(CC(CC)CCCC)CC(S1)C2=C(C(C(C3=C(CC(CC)CCCC)SC(CC(CC)CCCC)=C34)=O)=C(C5=CC(CC(CC)CCCC)=C(C6=CC(F)=C(C7=C(F)C=C([C])S7)S6)S5)S2)C4=O,9.23,2.439092823,-2.200681436,2.57754876,-2.225436608,8.033626758,0.097877643,32.16726578,9.803354896,1.420377969,2593.601994,50.22431043,42.98995983,47.88893931,33.81789432,26.76985554,31.73199126,20.16833757,26.77984178,15.20447951,22.83793618,10.76150635,18.37482751,11.63444168,6.9237372,18.36990446,31.4478695,62.12853548,174.2250984,29.3970791,45.77224258,0,61.45626467,6.9237372,1056.398114,0.528571429,1,1.514285714,0.566666667,-2.21,70,983.056,2.41E+15,55.5384174,25.83104536,12.30864383,444.5352406,16.07008351,0.288473497,16.07008351,0.196665666,0.013115694,0.196665666,-0.581028185,-0.288473497,20.88828,301.874,1057.648,0,2,1,1,2,0,5,5,8,0,10,6,28,376,0,11.63444168,11.56648989,0,0,0,9.589074368,8.780830095,0,68.44581434,163.6961481,84.44342151,69.92779726,20.19489307,7,18.36990446,80.01230423,0,0,23.67162418,195.4770897,0,101.4851046,0,29.26288316,0,8.780830095,0,68.44581434,11.56648989,19.26246487,49.15354027,233.1295454,28.67734225,0,29.26288316,34.14,31.20497141,8.643191722,39.35590254,-0.139828962,4.639158929,0.648408465,4.900934503,21.56078892,35.35313913
103,CC1=C(F)C=C(C2=C(CC(CC)CCCC)C=C(C3=C4C(C(C5=C(CC(CCCC)CC)SC(CC(CC)CCCC)=C5C4=O)=O)=C(C6=CC(CC(CCCC)CC)=C(C7=CC(F)=C(C)S7)S6)S3)S2)S1,9.2,2.424512544,-2.188594403,2.550379426,-2.218021843,7.300903204,0.097986037,32.14185429,9.807291797,1.493839111,2478.745521,50.22431043,43.78285305,48.68183253,33.81789432,27.01515088,31.91413037,20.3090533,27.13644039,15.23654963,22.78647432,10.6237197,18.11209266,0,0,18.36990446,23.20093157,55.67972454,177.1879044,33.80047474,57.47987765,13.8474744,67.52263173,0,1060.429414,0.4,0.728571429,1.028571429,0.566666667,-2.6,70,983.056,2.47E+15,55.15741894,25.56479734,12.15201475,443.3452537,16.08993901,0.288460238,16.08993901,0.196678202,0.005543862,0.196678202,-0.182165737,-0.288460238,21.42964,306.185,1061.68,0,2,1,0,1,0,6,6,8,0,10,0,28,380,0,11.63444168,11.56648989,0,0,0,9.589074368,8.780830095,0,68.02071527,158.1230436,98.59475633,59.89837492,20.88119737,7,18.36990446,79.58720516,0,0,23.67162418,197.6538045,0,88.78920768,0,39.01717755,0,8.780830095,0,68.02071527,11.56648989,25.68328649,49.15354027,220.6014157,24.26546827,0,39.01717755,34.14,30.56105469,9.7079961,43.39777578,0,4.847897977,1.471859346,7.984930721,21.24082223,21.78766316
104,CC1=CC=C(C(S2)=C3C(C(C4=C(C[C@@H](CCCC)CC)SC(C[C@@H](CCCC)CC)=C4C3=O)=O)=C2C5=CC=C(C6=CC(C(C7=CC(CC(CC)CCCC)=C(F)S7)=C(SC(C)=C8)C8=C9C%10=CC(CC(CC)CCCC)=C(F)S%10)=C9S6)S5)S1,9.2,2.421590906,-2.18820073,2.5646649,-2.217879869,7.305824491,0.097986084,32.14333355,9.808413369,1.135133443,3568.757818,57.93105274,49.9087507,56.44072335,39.75054731,30.90301467,37.43498731,23.44615877,32.34145818,17.63344338,26.88639104,12.66862074,22.10248605,0,0,18.36990446,21.82832298,45.92543015,219.6139986,32.42786614,68.02071527,0,117.7683085,0,1248.404856,0.37804878,0.804878049,1.256097561,0.485714286,-3.46,82,1167.3,5.47E+18,61.62109419,27.49325254,12.55158218,519.0464036,16.5105493,0.288460238,16.5105493,0.1966782,0.011693858,0.1966782,-0.095757713,-0.288460238,25.52604,362.387,1249.956,0,2,1,0,1,1,8,9,10,0,12,0,29,436,0,0,21.82832298,0,0,0,9.589074368,0,8.780830095,90.69428702,158.1230436,122.8602246,91.19756617,20.88119737,10,18.36990446,122.4330652,0,0,23.67162418,197.6538045,0,111.6820674,0,50.14408053,0,8.780830095,0,90.69428702,11.56648989,25.68328649,47.78093167,220.6014157,48.53093655,0,70.31636879,34.14,35.22640308,12.80036271,44.0278488,1.974992767,6.270877043,1.800240284,17.49617732,20.83264751,22.23711714
